key,nubKey,nameKey,taxonID,kingdom,phylum,order,family,genus,species,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,datasetKey,constituentKey,parentKey,parent,scientificName,canonicalName,vernacularName,authorship,nameType,rank,origin,taxonomicStatus,nomenclaturalStatus,remarks,publishedIn,numDescendants,lastCrawled,lastInterpreted,issues,class,basionymKey,basionym,sourceTaxonKey
5599251,5599251,33984,gbif:5599251,Plantae,Tracheophyta,Dipsacales,Caprifoliaceae,Abelia,Abelia chinensis,6,7707728,220,946,6710,2888733,5599251,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2888733,Abelia,Abelia chinensis R.Br.,Abelia chinensis,Chinese abelia,R.Br.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"R. Br. (1818). In: Narr. Journey China 376, T.",5,2023-08-22T23:20:59.545+00:00,2023-08-22T23:02:33.913+00:00,[],Magnoliopsida,,,
3152707,3152707,35596,gbif:3152707,Plantae,Tracheophyta,Malvales,Malvaceae,Abelmoschus,Abelmoschus esculentus,6,7707728,220,941,6685,3152705,3152707,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,3152705,Abelmoschus,Abelmoschus esculentus (L.) Moench,Abelmoschus esculentus,Okra,(L.) Moench,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Moench. (1794). In: Methodus 617.,2,2023-08-22T23:20:59.545+00:00,2023-08-22T23:13:17.754+00:00,[],Magnoliopsida,3152708.0,Hibiscus esculentus L.,
3152706,3152706,35703,gbif:3152706,Plantae,Tracheophyta,Malvales,Malvaceae,Abelmoschus,Abelmoschus manihot,6,7707728,220,941,6685,3152705,3152706,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,3152705,Abelmoschus,Abelmoschus manihot (L.) Medik.,Abelmoschus manihot,Sunset muskmallow,(L.) Medik.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Malvenfam.: 46 (1787),6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:13:17.815+00:00,[],Magnoliopsida,3935663.0,Hibiscus manihot L.,
8312665,8312665,35805,gbif:8312665,Plantae,Tracheophyta,Malvales,Malvaceae,Abelmoschus,Abelmoschus moschatus,6,7707728,220,941,6685,3152705,8312665,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,3152705,Abelmoschus,Abelmoschus moschatus (L.) Medik.,Abelmoschus moschatus,Musk Okra,(L.) Medik.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Malvenfam.: 46 (1787),3,2023-08-22T23:20:59.545+00:00,2023-08-22T23:13:17.555+00:00,[],Magnoliopsida,,,
5348711,5348711,45808,gbif:5348711,Plantae,Tracheophyta,Fabales,Fabaceae,Abrus,Abrus precatorius,6,7707728,220,1370,5386,2943776,5348711,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2943776,Abrus,Abrus precatorius L.,Abrus precatorius,Rosarypea,L.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"Syst. Nat. ed. 12, 2: 472 (1767)",6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:09:17.559+00:00,[],Magnoliopsida,,,
3152634,3152634,47919,gbif:3152634,Plantae,Tracheophyta,Malvales,Malvaceae,Abutilon,Abutilon indicum,6,7707728,220,941,6685,3152599,3152634,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,3152599,Abutilon,Abutilon indicum (L.) Sweet,Abutilon indicum,Abutilon,(L.) Sweet,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Hort. Brit.: 54 (1826),4,2023-08-22T23:20:59.545+00:00,2023-08-22T23:13:23.008+00:00,[],Magnoliopsida,5618451.0,Sida indica L.,
7997923,7997923,10302550,gbif:7997923,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia caesia,6,7707728,220,1370,5386,7989631,7997923,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,7989631,Senegalia,"Senegalia caesia (L.) Maslin, Seigler & Ebinger",Senegalia caesia,,"(L.) Maslin, Seigler & Ebinger",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Blumea 58: 40 (2013),1,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:57.443+00:00,[],Magnoliopsida,8361025.0,Mimosa caesia L.,
3796190,3796190,10302581,gbif:3796190,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia catechu,6,7707728,220,1370,5386,7989631,3796190,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,7989631,Senegalia,Senegalia catechu (L.f.) P.J.H.Hurter & Mabb.,Senegalia catechu,catechu,(L.f.) P.J.H.Hurter & Mabb.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"Mabberley's Plant-book, ed. 3 1021 (2008)",1,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:57.731+00:00,[],Magnoliopsida,2980866.0,Mimosa catechu L.f.,
3795863,3795863,10301090,gbif:3795863,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia rugata,6,7707728,220,1370,5386,7989631,3795863,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,7989631,Senegalia,Senegalia rugata (Lam.) Britton & Rose,Senegalia rugata,Soap pod,(Lam.) Britton & Rose,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,N. Amer. Fl. 23(2): 120 (1928),0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:57.292+00:00,[],Magnoliopsida,2981140.0,Mimosa rugata Lam.,
2978466,2978466,52787,gbif:2978466,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia confusa,6,7707728,220,1370,5386,2978223,2978466,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2978223,Acacia,Acacia confusa Merr.,Acacia confusa,Formosan koa,Merr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"Philipp. J. Sci., C 5: 27 (1910)",0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:36.830+00:00,[],Magnoliopsida,,,
2979474,2979474,52669,gbif:2979474,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia dealbata,6,7707728,220,1370,5386,2978223,2979474,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2978223,Acacia,Acacia dealbata Link,Acacia dealbata,Silver wattle,Link,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Enum. Hort. Berol. Alt. 2: 445 (1822),2,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:38.669+00:00,[],Magnoliopsida,,,
2979265,2979265,11679420,gbif:2979265,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia farnesiana,6,7707728,220,1370,5386,8142432,2979265,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,8142432,Vachellia,Vachellia farnesiana (L.) Wight & Arn.,Vachellia farnesiana,Sweet acacia,(L.) Wight & Arn.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Prodr. Fl. Ind. Orient. 1: 272 (1834),5,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:50.740+00:00,[],Magnoliopsida,2979264.0,Mimosa farnesiana L.,
7769517,7769517,11679737,gbif:7769517,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia leucophloea,6,7707728,220,1370,5386,8142432,7769517,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,8142432,Vachellia,"Vachellia leucophloea (Roxb.) Maslin, Seigler & Ebinger",Vachellia leucophloea,distiller's acacia,"(Roxb.) Maslin, Seigler & Ebinger",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Blumea 58: 42 (2013),1,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:50.323+00:00,[],Magnoliopsida,2978572.0,Mimosa leucophloea Roxb.,
3974744,3974744,11679919,gbif:3974744,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia nilotica,6,7707728,220,1370,5386,8142432,3974744,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,8142432,Vachellia,Vachellia nilotica (L.) P.J.H.Hurter & Mabb.,Vachellia nilotica,"Egyptian thorn, Gum arabic tree, Babul, Babul acacia, Thorn mimosa, Egyptian acacia, Egyptian mimosa, Thorny acacia, Prickly acacia, Scented-pod acacia, Nile acacia",(L.) P.J.H.Hurter & Mabb.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"Mabberley's Plant-book, ed. 3 1021 (2008)",9,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:51.483+00:00,[],Magnoliopsida,2978441.0,Mimosa nilotica L.,
8381471,8381471,10300812,gbif:8381471,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia pennata,6,7707728,220,1370,5386,7989631,8381471,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,7989631,Senegalia,Senegalia pennata (L.) Maslin,Senegalia pennata,,(L.) Maslin,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Nuytsia 22(6): 466 (2012),4,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:57.520+00:00,[],Magnoliopsida,2980014.0,Mimosa pennata L.,
3056835,3056835,65254,gbif:3056835,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Acalypha,Acalypha australis,6,7707728,220,1414,4691,3055964,3056835,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,3055964,Acalypha,Acalypha australis L.,Acalypha australis,Asian copperleaf,L.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Sp. Pl.: 1004 (1753),1,2023-08-22T23:20:59.545+00:00,2023-08-22T23:04:04.608+00:00,[],Magnoliopsida,,,
3056375,3056375,66688,gbif:3056375,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Acalypha,Acalypha hispida,6,7707728,220,1414,4691,3055964,3056375,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,3055964,Acalypha,Acalypha hispida Burm.f.,Acalypha hispida,Red-Hot Cat's Tail,Burm.f.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Fl. Indica: 303 (1768),0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:04:03.035+00:00,[],Magnoliopsida,,,
3056259,3056259,66790,gbif:3056259,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Acalypha,Acalypha indica,6,7707728,220,1414,4691,3055964,3056259,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,3055964,Acalypha,Acalypha indica L.,Acalypha indica,Indian Copperleaf,L.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Sp. Pl.: 1003 (1753),0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:04:02.762+00:00,[],Magnoliopsida,,,
3056042,3056042,68453,gbif:3056042,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Acalypha,Acalypha siamensis,6,7707728,220,1414,4691,3055964,3056042,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,3055964,Acalypha,Acalypha siamensis Oliv. ex Gage,Acalypha siamensis,wild tea,Oliv. ex Gage,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Rec. Bot. Surv. India 9: 238 (1922),0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:04:03.212+00:00,[],Magnoliopsida,,,
3057221,3057221,68153,gbif:3057221,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Acalypha,Acalypha wilkesiana,6,7707728,220,1414,4691,3055964,3057221,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,3055964,Acalypha,Acalypha wilkesiana Müll.Arg.,Acalypha wilkesiana,Jacob's coat,Müll.Arg.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"A.P.de Candolle, Prodr. 15(2): 817 (1866)",2,2023-08-22T23:20:59.545+00:00,2023-08-22T23:04:05.748+00:00,[],Magnoliopsida,,,
2781924,2781924,69523,gbif:2781924,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acampe,Acampe ochracea,6,7707728,196,1169,7689,2781923,2781924,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2781923,Acampe,Acampe ochracea (Lindl.) Hochr.,Acampe ochracea,,(Lindl.) Hochr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Bull. New York Bot. Gard. 6: 270 (1910),2,2023-08-22T23:20:59.545+00:00,2023-08-22T23:16:52.636+00:00,[],Liliopsida,2781929.0,Saccolabium ochraceum Lindl.,
2781961,2781961,69571,gbif:2781961,Plantae,Tracheophyta,Asparagales,Orchidaceae,Acampe,Acampe praemorsa,6,7707728,196,1169,7689,2781923,2781961,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2781923,Acampe,Acampe praemorsa (Roxb.) Blatt. & McCann,Acampe praemorsa,,(Roxb.) Blatt. & McCann,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,J. Bombay Nat. Hist. Soc. 35: 495 (1932),2,2023-08-22T23:20:59.545+00:00,2023-08-22T23:16:52.668+00:00,[],Liliopsida,5305428.0,Epidendrum praemorsum Roxb.,
3035369,3035369,3885091,gbif:3035369,Plantae,Tracheophyta,Apiales,Araliaceae,Eleutherococcus,Eleutherococcus senticosus,6,7707728,220,1351,8800,3035282,3035369,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,3035282,Eleutherococcus,Eleutherococcus senticosus (Rupr. & Maxim.) Maxim.,Eleutherococcus senticosus,Devil’s bush,(Rupr. & Maxim.) Maxim.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Maxim. (1859). In: Mem. Div. Sav. Acad. Sci. St.-Petersb. 9: 132.,1,2023-08-22T23:20:59.545+00:00,2023-08-22T23:11:35.470+00:00,[],Magnoliopsida,3035378.0,Hedera senticosa Rupr. & Maxim.,
3035456,3035456,3885325,gbif:3035456,Plantae,Tracheophyta,Apiales,Araliaceae,Eleutherococcus,Eleutherococcus trifoliatus,6,7707728,220,1351,8800,3035282,3035456,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,3035282,Eleutherococcus,Eleutherococcus trifoliatus (L.) S.Y.Hu,Eleutherococcus trifoliatus,,(L.) S.Y.Hu,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"Hu, S. Y. (1980). In: J. Arnold Arbor. 61(1): 110.",1,2023-08-22T23:20:59.545+00:00,2023-08-22T23:11:35.107+00:00,[],Magnoliopsida,8101902.0,Zanthoxylum trifoliatum L.,
5415454,5415454,95730,gbif:5415454,Plantae,Tracheophyta,Lamiales,Acanthaceae,Acanthus,Acanthus ebracteatus,6,7707728,220,408,2393,3173198,5415454,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,3173198,Acanthus,Acanthus ebracteatus Vahl,Acanthus ebracteatus,acanthus,Vahl,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Symb. Bot. 2: 75 (1791),2,2023-08-22T23:20:59.545+00:00,2023-08-22T23:03:42.606+00:00,[],Magnoliopsida,,,
6359819,6359819,95910,gbif:6359819,Plantae,Tracheophyta,Lamiales,Acanthaceae,Acanthus,Acanthus ilicifolius,6,7707728,220,408,2393,3173198,6359819,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,3173198,Acanthus,Acanthus ilicifolius L.,Acanthus ilicifolius,"Holly-leaved acanthus, Sea holly, Holly mangrove",L.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,L. (1753). In: Sp. Pl. 639.,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:03:42.633+00:00,[],Magnoliopsida,,,
3767891,3767891,106299,gbif:3767891,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer oliverianum,6,7707728,220,933,6657,3189834,3767891,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,3189834,Acer,Acer oliverianum Pax,Acer oliverianum,,Pax,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Pax. (1889). In: Hook. Icon. Pl. 19: Sub T. 1897 in Nota 2.,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:12:51.523+00:00,[],Magnoliopsida,,,
5303475,5303475,9000317,gbif:5303475,Plantae,Tracheophyta,Commelinales,Commelinaceae,Pollia,Pollia secundiflora,6,7707728,196,553,2763195,2763833,5303475,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2763833,Pollia,Pollia secundiflora (Blume) Bakh.f.,Pollia secundiflora,,(Blume) Bakh.f.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"C.A.Backer, Bekn. Fl. Java 211: 10 (1949)",0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:14:38.028+00:00,[],Liliopsida,2763857.0,Commelina secundiflora Blume,
2873769,2873769,167647,gbif:2873769,Plantae,Tracheophyta,Acorales,Acoraceae,Acorus,Acorus calamus,6,7707728,196,7227341,3719,2730063,2873769,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2730063,Acorus,Acorus calamus L.,Acorus calamus,Sweet-flag,L.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Sp. Pl.: 324 (1753),6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:14:29.406+00:00,[],Liliopsida,,,
2873807,2873807,167777,gbif:2873807,Plantae,Tracheophyta,Acorales,Acoraceae,Acorus,Acorus gramineus,6,7707728,196,7227341,3719,2730063,2873807,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2730063,Acorus,Acorus gramineus Aiton,Acorus gramineus,Slender Sweet-flag,Aiton,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Hort. Kew. 1: 474 (1789),3,2023-08-22T23:20:59.545+00:00,2023-08-22T23:14:29.498+00:00,[],Liliopsida,,,
7308877,7308877,3898221,gbif:7308877,Plantae,Tracheophyta,Lamiales,Lamiaceae,Elsholtzia,Elsholtzia strobilifera,6,7707728,220,408,2497,2927074,7308877,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2927074,Elsholtzia,Elsholtzia strobilifera (Benth.) Benth.,Elsholtzia strobilifera,,(Benth.) Benth.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Labiat. Gen. Spec.: 163 (1833),1,2023-08-22T23:20:59.545+00:00,2023-08-22T23:03:27.142+00:00,[],Magnoliopsida,3904778.0,Cyclostegia strobilifera Benth.,
3836457,3836457,187126,gbif:3836457,Plantae,Tracheophyta,Sapindales,Rutaceae,Acronychia,Acronychia pedunculata,6,7707728,220,933,2396,3190065,3836457,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,3190065,Acronychia,Acronychia pedunculata (L.) Miq.,Acronychia pedunculata,,(L.) Miq.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"Miq. (1861). In: Fl. Ned. Ind., Eerste Bijv. 532.",0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:12:59.478+00:00,[],Magnoliopsida,8328994.0,Jambolifera pedunculata L.,
2651706,2651706,193606,gbif:2651706,Plantae,Tracheophyta,Polypodiales,Pteridaceae,Acrostichum,Acrostichum aureum,6,7707728,7228684,392,2367,2650221,2651706,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2650221,Acrostichum,Acrostichum aureum L.,Acrostichum aureum,Golden Leatherfern,L.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,L. (1753). In: Sp. Pl. 2: 1069.,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:03.010+00:00,[],Polypodiopsida,,,
8254182,8254182,197700,gbif:8254182,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Actaea,Actaea dahurica,6,7707728,220,399,2410,3032252,8254182,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,3032252,Actaea,Actaea dahurica (Turcz. ex Fisch. & C.A.Mey.) Franch.,Actaea dahurica,Dahurian bugbane,(Turcz. ex Fisch. & C.A.Mey.) Franch.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"Franch. (1883). In: Nouv. Arch. Mus. Hist. Nat., Sér. 2, 5: 175.",1,2023-08-22T23:20:59.545+00:00,2023-08-22T23:09:58.999+00:00,[],Magnoliopsida,5616551.0,Actinospora dahurica Turcz. ex Fisch. & C.A.Mey.,
3079985,3079985,199351,gbif:3079985,Plantae,Tracheophyta,Malpighiales,Phyllanthaceae,Actephila,Actephila excelsa,6,7707728,220,1414,8807,3063334,3079985,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,3063334,Actephila,Actephila excelsa (Dalzell) Müll.Arg.,Actephila excelsa,,(Dalzell) Müll.Arg.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Linnaea 32: 78 (1863),0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:04:08.195+00:00,[],Magnoliopsida,5383082.0,Anomospermum excelsum Dalzell,
3189694,3189694,202130,gbif:3189694,Plantae,Tracheophyta,Ericales,Actinidiaceae,Actinidia,Actinidia chinensis,6,7707728,220,1353,2385,3189691,3189694,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,3189691,Actinidia,Actinidia chinensis Planch.,Actinidia chinensis,Kiwi,Planch.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Planch. (1847). In: London J. Bot. 6: 303.,6,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:17.273+00:00,[],Magnoliopsida,,,
8246677,8246677,203171,gbif:8246677,Plantae,Tracheophyta,Ericales,Actinidiaceae,Actinidia,Actinidia latifolia,6,7707728,220,1353,2385,3189691,8246677,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,3189691,Actinidia,Actinidia latifolia (Gardner & Champ.) Merr.,Actinidia latifolia,,(Gardner & Champ.) Merr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Merr. (1922). In: J. Straits Branch Roy. Asiat. Soc. 86: 330.,3,2023-08-22T23:20:59.545+00:00,2023-08-22T23:08:17.669+00:00,[],Magnoliopsida,4087177.0,Heptaca latifolia Gardner & Champ.,
7451120,7451120,213023,gbif:7451120,Plantae,Tracheophyta,Cucurbitales,Cucurbitaceae,Actinostemma,Actinostemma tenerum,6,7707728,220,7224005,6634,7317876,7451120,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,7317876,Actinostemma,Actinostemma tenerum Griff.,Actinostemma tenerum,,Griff.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,"Griff. (1837). In: Pl. Cantor, 25, T. 3.",4,2023-08-22T23:20:59.545+00:00,2023-08-22T23:07:50.143+00:00,[],Magnoliopsida,,,
3120223,3120223,119997,gbif:3120223,Plantae,Tracheophyta,Asterales,Asteraceae,Achillea,Achillea alpina,6,7707728,220,414,3065,3119995,3120223,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,3119995,Achillea,Achillea alpina L.,Achillea alpina,Alpine yarrow,L.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Sp. Pl.: 899 (1753),13,2023-08-22T23:20:59.545+00:00,2023-08-22T23:07:03.737+00:00,[],Magnoliopsida,,,
3120060,3120060,120677,gbif:3120060,Plantae,Tracheophyta,Asterales,Asteraceae,Achillea,Achillea millefolium,6,7707728,220,414,3065,3119995,3120060,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,3119995,Achillea,Achillea millefolium L.,Achillea millefolium,Common yarrow,L.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Sp. Pl.: 899 (1753),30,2023-08-22T23:20:59.545+00:00,2023-08-22T23:07:04.015+00:00,[],Magnoliopsida,,,
3085168,3085168,130591,gbif:3085168,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Achyranthes,Achyranthes aspera,6,7707728,220,422,3064,3085166,3085168,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,3085166,Achyranthes,Achyranthes aspera L.,Achyranthes aspera,Devil's horsewhip,L.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,L. (1753). In: Sp. Pl.: 204.,12,2023-08-22T23:20:59.545+00:00,2023-08-22T23:12:10.090+00:00,[],Magnoliopsida,,,
3085175,3085175,130767,gbif:3085175,Plantae,Tracheophyta,Caryophyllales,Amaranthaceae,Achyranthes,Achyranthes bidentata,6,7707728,220,422,3064,3085166,3085175,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,3085166,Achyranthes,Achyranthes bidentata Blume,Achyranthes bidentata,Ruderal chaff flower,Blume,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Blume. (1825). In: Bijdr. Fl. Ned. Ind. 2: 545.,8,2023-08-22T23:20:59.545+00:00,2023-08-22T23:12:09.954+00:00,[],Magnoliopsida,,,
2951851,2951851,227757,gbif:2951851,Plantae,Tracheophyta,Fabales,Fabaceae,Adenanthera,Adenanthera microsperma,6,7707728,220,1370,5386,2951839,2951851,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,7ddf754f-d193-4cc9-b351-99906754a03b,2951839,Adenanthera,Adenanthera microsperma Teijsm. & Binn.,Adenanthera microsperma,,Teijsm. & Binn.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,Natuurw. Tijdschr. Ned.-Indië27: 58 (1864),0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:09:01.101+00:00,[],Magnoliopsida,,,
