inputName,usageKey,scientificName,canonicalName,rank,status,confidence,matchType,kingdom,phylum,class,order,family,genus,species,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,synonym
Abelia chinensis R.Br.,5599251.0,Abelia chinensis R.Br.,Abelia chinensis,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Abelia,Abelia chinensis,6.0,7707728.0,220.0,946.0,6710.0,2888733.0,5599251.0,
Abelmoschus crinitus Wall.,3940931.0,Abelmoschus crinitus Wall.,Abelmoschus crinitus,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Abelmoschus,Abelmoschus crinitus,6.0,7707728.0,220.0,941.0,6685.0,3152705.0,3940931.0,
Abelmoschus esculentus (L.) Moench,3152707.0,Abelmoschus esculentus (L.) Moench,Abelmoschus esculentus,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Abelmoschus,Abelmoschus esculentus,6.0,7707728.0,220.0,941.0,6685.0,3152705.0,3152707.0,
Abelmoschus manihot (L.) Medik.,3152706.0,Abelmoschus manihot (L.) Medik.,Abelmoschus manihot,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Abelmoschus,Abelmoschus manihot,6.0,7707728.0,220.0,941.0,6685.0,3152705.0,3152706.0,
Abelmoschus manihot var. pungens (Roxb.) Hochr.,6712761.0,Abelmoschus manihot var. pungens (Roxb.) Hochr.,Abelmoschus manihot pungens,VARIETY,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Abelmoschus,Abelmoschus manihot,6.0,7707728.0,220.0,941.0,6685.0,3152705.0,3152706.0,
Abelmoschus moschatus Medik.,8312665.0,Abelmoschus moschatus (L.) Medik.,Abelmoschus moschatus,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Abelmoschus,Abelmoschus moschatus,6.0,7707728.0,220.0,941.0,6685.0,3152705.0,8312665.0,
Abelmoschus moschatus Medik. ssp. tuberosus (Span.) Borss.,10967151.0,Abelmoschus moschatus subsp. tuberosus (Span.) Borss.Waalk.,Abelmoschus moschatus tuberosus,SUBSPECIES,SYNONYM,83.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Abelmoschus,Abelmoschus sagittifolius,6.0,7707728.0,220.0,941.0,6685.0,3152705.0,3940600.0,
Abelmoschus moschatus Medik. var. quinquelobus Gagnep.,8312665.0,Abelmoschus moschatus (L.) Medik.,Abelmoschus moschatus,SPECIES,ACCEPTED,99.0,HIGHERRANK,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Abelmoschus,Abelmoschus moschatus,6.0,7707728.0,220.0,941.0,6685.0,3152705.0,8312665.0,
Abies delavayi Franch.,2685456.0,Abies delavayi Franch.,Abies delavayi,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies delavayi,6.0,7707728.0,194.0,640.0,3925.0,2684876.0,2685456.0,
Abroma augusta (L.) L. f.,8219075.0,Abroma augustum (L.) L.fil.,Abroma augustum,SPECIES,ACCEPTED,100.0,FUZZY,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Abroma,Abroma augustum,6.0,7707728.0,220.0,941.0,6685.0,10838483.0,8219075.0,
Abrus precatorius L.,5348711.0,Abrus precatorius L.,Abrus precatorius,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Abrus,Abrus precatorius,6.0,7707728.0,220.0,1370.0,5386.0,2943776.0,5348711.0,
Abrus pulchellus ssp. cantoniensis (Hance) Verdcourt,5832898.0,Abrus pulchellus subsp. cantoniensis (Hance) Verdc.,Abrus pulchellus cantoniensis,SUBSPECIES,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Abrus,Abrus melanospermus,6.0,7707728.0,220.0,1370.0,5386.0,2943776.0,3980200.0,
Abrus pulchellus Thwaites,5348699.0,Abrus pulchellus Wall. ex Thwaites,Abrus pulchellus,SPECIES,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Abrus,Abrus fruticulosus,6.0,7707728.0,220.0,1370.0,5386.0,2943776.0,5348700.0,
Abrus pulchellus Wall. ex Thwaites ssp. mollis (Hance) Verdc.,5928727.0,Abrus pulchellus subsp. mollis (Hance) Verdc.,Abrus pulchellus mollis,SUBSPECIES,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Abrus,Abrus melanospermus,6.0,7707728.0,220.0,1370.0,5386.0,2943776.0,3980200.0,
Abutilon indicum (L.) Sweet,3152634.0,Abutilon indicum (L.) Sweet,Abutilon indicum,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Abutilon,Abutilon indicum,6.0,7707728.0,220.0,941.0,6685.0,3152599.0,3152634.0,
Acacia caesia (L.) Willd. var. subnuda (Craib) I. Niels.,3979030.0,Acacia caesia var. subnuda (Craib) I.C.Nielsen,Acacia caesia subnuda,VARIETY,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senegalia,Senegalia caesia,6.0,7707728.0,220.0,1370.0,5386.0,7989631.0,7997923.0,
Acacia catechu (L. f.) Willd.,2980865.0,Acacia catechu (L.f.) Willd.,Acacia catechu,SPECIES,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senegalia,Senegalia catechu,6.0,7707728.0,220.0,1370.0,5386.0,7989631.0,3796190.0,
Acacia concinna (Willd.) DC.,2980534.0,Acacia concinna (Willd.) DC.,Acacia concinna,SPECIES,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senegalia,Senegalia rugata,6.0,7707728.0,220.0,1370.0,5386.0,7989631.0,3795863.0,
Acacia confusa Merr.,2978466.0,Acacia confusa Merr.,Acacia confusa,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia confusa,6.0,7707728.0,220.0,1370.0,5386.0,2978223.0,2978466.0,
Acacia dealbata Link,2979474.0,Acacia dealbata Link,Acacia dealbata,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia dealbata,6.0,7707728.0,220.0,1370.0,5386.0,2978223.0,2979474.0,
Acacia farnesiana (L.) Willd.,2979257.0,Acacia farnesiana (L.) Willd.,Acacia farnesiana,SPECIES,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vachellia,Vachellia farnesiana,6.0,7707728.0,220.0,1370.0,5386.0,8142432.0,2979265.0,
Acacia leucophloea (Roxb.) Willd.,2978568.0,Acacia leucophloea (Roxb.) Willd.,Acacia leucophloea,SPECIES,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vachellia,Vachellia leucophloea,6.0,7707728.0,220.0,1370.0,5386.0,8142432.0,7769517.0,
Acacia megaladena Desv.,2979030.0,Acacia megaladena Desv.,Acacia megaladena,SPECIES,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senegalia,Senegalia megaladena,6.0,7707728.0,220.0,1370.0,5386.0,7989631.0,7521523.0,
Acacia nilotica (L.) Delile,2978421.0,Acacia nilotica (L.) Willd. ex Delile,Acacia nilotica,SPECIES,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vachellia,Vachellia nilotica,6.0,7707728.0,220.0,1370.0,5386.0,8142432.0,3974744.0,
Acacia pennata (L.) Willd.,2978790.0,Acacia pennata (L.) Willd.,Acacia pennata,SPECIES,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senegalia,Senegalia pennata,6.0,7707728.0,220.0,1370.0,5386.0,7989631.0,8381471.0,
Acacia pluricapitata Steud. ex Benth.,2980847.0,Acacia pluricapitata Steud. ex Benth.,Acacia pluricapitata,SPECIES,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senegalia,Senegalia pluricapitata,6.0,7707728.0,220.0,1370.0,5386.0,7989631.0,7633007.0,
Acacia vietnamensis I. Nielsen,2980431.0,Acacia vietnamensis I.C.Nielsen,Acacia vietnamensis,SPECIES,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senegalia,Senegalia vietnamensis,6.0,7707728.0,220.0,1370.0,5386.0,7989631.0,8016515.0,
Acalypha australis L.,3056835.0,Acalypha australis L.,Acalypha australis,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,Acalypha australis,6.0,7707728.0,220.0,1414.0,4691.0,3055964.0,3056835.0,
Acalypha brachystachya Hornem.,3056856.0,Acalypha brachystachya Hornem.,Acalypha brachystachya,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,Acalypha brachystachya,6.0,7707728.0,220.0,1414.0,4691.0,3055964.0,3056856.0,
Acalypha grandis Benth.,3056864.0,Acalypha grandis Benth.,Acalypha grandis,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,Acalypha grandis,6.0,7707728.0,220.0,1414.0,4691.0,3055964.0,3056864.0,
Acalypha hispida Burm. f.,3056375.0,Acalypha hispida Burm.f.,Acalypha hispida,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,Acalypha hispida,6.0,7707728.0,220.0,1414.0,4691.0,3055964.0,3056375.0,
Acalypha indica L.,3056259.0,Acalypha indica L.,Acalypha indica,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,Acalypha indica,6.0,7707728.0,220.0,1414.0,4691.0,3055964.0,3056259.0,
Acalypha kerrii Craib,3056040.0,Acalypha kerrii Craib,Acalypha kerrii,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,Acalypha kerrii,6.0,7707728.0,220.0,1414.0,4691.0,3055964.0,3056040.0,
Acalypha lanceolata Willd.,3056367.0,Acalypha lanceolata Willd.,Acalypha lanceolata,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,Acalypha lanceolata,6.0,7707728.0,220.0,1414.0,4691.0,3055964.0,3056367.0,
Acalypha siamensis Oliv. ex Gage,3056042.0,Acalypha siamensis Oliv. ex Gage,Acalypha siamensis,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,Acalypha siamensis,6.0,7707728.0,220.0,1414.0,4691.0,3055964.0,3056042.0,
Acalypha wilkesiana Muell.-Arg.,3057221.0,Acalypha wilkesiana Müll.Arg.,Acalypha wilkesiana,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,Acalypha wilkesiana,6.0,7707728.0,220.0,1414.0,4691.0,3055964.0,3057221.0,
Acampe ochracea (Lindl.) Hochr.,2781924.0,Acampe ochracea (Lindl.) Hochr.,Acampe ochracea,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acampe,Acampe ochracea,6.0,7707728.0,196.0,1169.0,7689.0,2781923.0,2781924.0,
Acampe papillosa (Lindl.) Lindl.,2781972.0,Acampe papillosa (Lindl.) Lindl.,Acampe papillosa,SPECIES,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acampe,Acampe praemorsa,6.0,7707728.0,196.0,1169.0,7689.0,2781923.0,2781961.0,
Acampe rigida (Buch.-Ham. ex Smith) Hunt,2781933.0,Acampe rigida (Buch.-Ham. ex Sm.) P.F.Hunt,Acampe rigida,SPECIES,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acampe,Acampe praemorsa,6.0,7707728.0,196.0,1169.0,7689.0,2781923.0,2781961.0,
Acanthopanax gracilistylus W. W. Smith,3035395.0,Acanthopanax gracilistylus W.W.Sm.,Acanthopanax gracilistylus,SPECIES,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Eleutherococcus,Eleutherococcus nodiflorus,6.0,7707728.0,220.0,1351.0,8800.0,3035282.0,3035388.0,
Acanthopanax lasiogyne Harms,3035349.0,Acanthopanax lasiogyne Harms,Acanthopanax lasiogyne,SPECIES,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Eleutherococcus,Eleutherococcus lasiogyne,6.0,7707728.0,220.0,1351.0,8800.0,3035282.0,3035348.0,
Acanthopanax senticosus (Rupr. & Maxim.) Harms,3035372.0,Acanthopanax senticosus (Rupr. & Maxim.) Harms,Acanthopanax senticosus,SPECIES,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Eleutherococcus,Eleutherococcus senticosus,6.0,7707728.0,220.0,1351.0,8800.0,3035282.0,3035369.0,
Acanthopanax trifoliatus (L.) Voss.,3035466.0,Acanthopanax trifoliatus (L.) Voss,Acanthopanax trifoliatus,SPECIES,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Eleutherococcus,Eleutherococcus trifoliatus,6.0,7707728.0,220.0,1351.0,8800.0,3035282.0,3035456.0,
Acanthopanax trifoliatus (L.) Voss. var. setosus H. L. Li,3035470.0,Acanthopanax trifoliatus var. setosus H.L.Li,Acanthopanax trifoliatus setosus,VARIETY,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Eleutherococcus,Eleutherococcus setosus,6.0,7707728.0,220.0,1351.0,8800.0,3035282.0,3035471.0,
Acanthophora spicifera (Vahl) Boergesen,5277297.0,Acanthophora spicifera (M.Vahl) Børgesen,Acanthophora spicifera,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Acanthophora,Acanthophora spicifera,6.0,106.0,342.0,665.0,4895.0,2659277.0,5277297.0,
Acanthus ebracteatus Vahl,5415454.0,Acanthus ebracteatus Vahl,Acanthus ebracteatus,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Acanthus,Acanthus ebracteatus,6.0,7707728.0,220.0,408.0,2393.0,3173198.0,5415454.0,
Acanthus ilicifolius L.,6359819.0,Acanthus ilicifolius L.,Acanthus ilicifolius,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Acanthus,Acanthus ilicifolius,6.0,7707728.0,220.0,408.0,2393.0,3173198.0,6359819.0,
Acanthus ilicifolius var. integrifolius T.Anderson ex C.B.Clarke,12327089.0,Acanthus ilicifolius var. integrifolius T.Anderson ex C.B.Clarke,Acanthus ilicifolius integrifolius,VARIETY,DOUBTFUL,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Acanthus,Acanthus ilicifolius,6.0,7707728.0,220.0,408.0,2393.0,3173198.0,6359819.0,
Acer fabri Hance,7263046.0,Acer fabri Hance,Acer fabri,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer fabri,6.0,7707728.0,220.0,933.0,6657.0,3189834.0,7263046.0,
Acer oliverianum Pax,3767891.0,Acer oliverianum Pax,Acer oliverianum,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer oliverianum,6.0,7707728.0,220.0,933.0,6657.0,3189834.0,3767891.0,
Acetabularia major Martens,5273025.0,"Acetabularia major G.Martens, 1866",Acetabularia major,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Chlorophyta,Ulvophyceae,Dasycladales,Polyphysaceae,Acetabularia,Acetabularia major,6.0,36.0,195.0,1364.0,4859.0,2644780.0,5273025.0,
Acetabularia moebii Solms,5273050.0,Acetabularia moebii,Acetabularia moebii,SPECIES,ACCEPTED,98.0,EXACT,Plantae,Chlorophyta,Ulvophyceae,Dasycladales,Polyphysaceae,Acetabularia,Acetabularia moebii,6.0,36.0,195.0,1364.0,4859.0,2644780.0,5273050.0,
Aclisia secundiflora (Blume) Bakh. f.,2763866.0,Aclisia secundiflora (Blume) Bakh.f.,Aclisia secundiflora,SPECIES,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Pollia,Pollia secundiflora,6.0,7707728.0,196.0,553.0,2763195.0,2763833.0,5303475.0,
Aconitum carmichaeli Debeaux,3033673.0,Aconitum carmichaelii Debeaux,Aconitum carmichaelii,SPECIES,ACCEPTED,100.0,FUZZY,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aconitum,Aconitum carmichaelii,6.0,7707728.0,220.0,399.0,2410.0,3033663.0,3033673.0,
Aconitum pulchellum Hand.-Mazz.,7276717.0,Aconitum pulchellum Hand.-Mazz.,Aconitum pulchellum,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aconitum,Aconitum pulchellum,6.0,7707728.0,220.0,399.0,2410.0,3033663.0,7276717.0,
Acorus calamus L.,2873769.0,Acorus calamus L.,Acorus calamus,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Liliopsida,Acorales,Acoraceae,Acorus,Acorus calamus,6.0,7707728.0,196.0,7227341.0,3719.0,2730063.0,2873769.0,
Acorus gramineus Soland.,7957156.0,Acorus gramineus Sol.,Acorus gramineus,SPECIES,DOUBTFUL,100.0,EXACT,Plantae,Tracheophyta,Liliopsida,Acorales,Acoraceae,Acorus,Acorus gramineus,6.0,7707728.0,196.0,7227341.0,3719.0,2730063.0,7957156.0,
Acorus gramineus Soland. var. pusillus (Sieb.) Engl.,2873812.0,Acorus gramineus var. pusillus (Siebold) Engl.,Acorus gramineus pusillus,VARIETY,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Liliopsida,Acorales,Acoraceae,Acorus,Acorus gramineus,6.0,7707728.0,196.0,7227341.0,3719.0,2730063.0,2873807.0,
Acriopsis liliifolia (J.Koenig) Seidenf.,2783271.0,Acriopsis liliifolia (J.Koenig) Seidenf.,Acriopsis liliifolia,SPECIES,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Acriopsis,Acriopsis liliifolia,6.0,7707728.0,196.0,1169.0,7689.0,2783267.0,8414553.0,
Acrocephalus indicus (Burm. f.) Kuntze,2497.0,Lamiaceae,Lamiaceae,FAMILY,ACCEPTED,100.0,HIGHERRANK,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,,,6.0,7707728.0,220.0,408.0,2497.0,,,
Acronychia pedunculata (L.) Miq.,3836457.0,Acronychia pedunculata (L.) Miq.,Acronychia pedunculata,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Acronychia,Acronychia pedunculata,6.0,7707728.0,220.0,933.0,2396.0,3190065.0,3836457.0,
Acronychia resinosa (Lour.) Forst. ex Crevost & Lem.,7610875.0,Acronychia resinosa (Lour.) J.R.Forst. ex Crevost & Lemari,Acronychia resinosa,SPECIES,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Acronychia,Acronychia pedunculata,6.0,7707728.0,220.0,933.0,2396.0,3190065.0,3836457.0,
Acrostichum aureum L.,2651706.0,Acrostichum aureum L.,Acrostichum aureum,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Acrostichum,Acrostichum aureum,6.0,7707728.0,7228684.0,392.0,2367.0,2650221.0,2651706.0,
Actaea dahurica (Turcz. ex Fisch. & C.A.Mey.) Franch.,8254182.0,Actaea dahurica (Turcz. ex Fisch. & C.A.Mey.) Franch.,Actaea dahurica,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Actaea,Actaea dahurica,6.0,7707728.0,220.0,399.0,2410.0,3032252.0,8254182.0,
Actephila albidula Gagnep.,3079949.0,Actephila albidula Gagnep.,Actephila albidula,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Actephila,Actephila albidula,6.0,7707728.0,220.0,1414.0,8807.0,3063334.0,3079949.0,
Actephila anthelminthica Gagnep.,3080012.0,Actephila anthelminthica Gagnep.,Actephila anthelminthica,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Actephila,Actephila anthelminthica,6.0,7707728.0,220.0,1414.0,8807.0,3063334.0,3080012.0,
Actephila excelsa (Dalz.) Muell.-Arg.,3079985.0,Actephila excelsa (Dalzell) Müll.Arg.,Actephila excelsa,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Actephila,Actephila excelsa,6.0,7707728.0,220.0,1414.0,8807.0,3063334.0,3079985.0,
Actinidia callosa Lindl. var. indochinensis (Merr.) Li,8110189.0,Actinidia callosa var. indochinensis (Merr.) H.L.Li,Actinidia callosa indochinensis,VARIETY,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Ericales,Actinidiaceae,Actinidia,Actinidia indochinensis,6.0,7707728.0,220.0,1353.0,2385.0,3189691.0,7270690.0,
Actinidia coriacea (Finet & Gagnep.) Dunn,3644821.0,Actinidia coriacea (Finet & Gagnep.) Dunn,Actinidia coriacea,SPECIES,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Ericales,Actinidiaceae,Actinidia,Actinidia rubricaulis,6.0,7707728.0,220.0,1353.0,2385.0,3189691.0,7270767.0,
Actinidia chinensis Planch.,3189694.0,Actinidia chinensis Planch.,Actinidia chinensis,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Ericales,Actinidiaceae,Actinidia,Actinidia chinensis,6.0,7707728.0,220.0,1353.0,2385.0,3189691.0,3189694.0,
Actinidia latifolia (Gardn. & Champ.) Merr.,8246677.0,Actinidia latifolia (Gardner & Champ.) Merr.,Actinidia latifolia,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Ericales,Actinidiaceae,Actinidia,Actinidia latifolia,6.0,7707728.0,220.0,1353.0,2385.0,3189691.0,8246677.0,
Actinidia petelotii Diels,3644866.0,Actinidia petelotii Diels,Actinidia petelotii,SPECIES,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Ericales,Actinidiaceae,Actinidia,Actinidia rudis,6.0,7707728.0,220.0,1353.0,2385.0,3189691.0,7270759.0,
Actinodaphne obovata (Nees) Blume,4177184.0,Actinodaphne obovata (Wall. ex Nees) Blume,Actinodaphne obovata,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Actinodaphne,Actinodaphne obovata,6.0,7707728.0,220.0,407.0,6688.0,7304176.0,4177184.0,
Actinodaphne pilosa (Lour.) Merr.,4177047.0,Actinodaphne pilosa (Lour.) Merr.,Actinodaphne pilosa,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Actinodaphne,Actinodaphne pilosa,6.0,7707728.0,220.0,407.0,6688.0,7304176.0,4177047.0,
Actinostemma tenerum Griff.,7451120.0,Actinostemma tenerum Griff.,Actinostemma tenerum,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Actinostemma,Actinostemma tenerum,6.0,7707728.0,220.0,7224005.0,6634.0,7317876.0,7451120.0,
Achillea alpina L.,3120223.0,Achillea alpina L.,Achillea alpina,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Achillea,Achillea alpina,6.0,7707728.0,220.0,414.0,3065.0,3119995.0,3120223.0,
Achillea millefolium L.,3120060.0,Achillea millefolium L.,Achillea millefolium,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Achillea,Achillea millefolium,6.0,7707728.0,220.0,414.0,3065.0,3119995.0,3120060.0,
Achillea wilsoniana (Heimerl) Hand.-Mazz.,3120200.0,Achillea wilsoniana (Heimerl ex Hand.-Mazz.) Hand.-Mazz.,Achillea wilsoniana,SPECIES,SYNONYM,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Achillea,Achillea wilsoniana,6.0,7707728.0,220.0,414.0,3065.0,3119995.0,9598742.0,
Achyranthes aspera L.,3085168.0,Achyranthes aspera L.,Achyranthes aspera,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Achyranthes,Achyranthes aspera,6.0,7707728.0,220.0,422.0,3064.0,3085166.0,3085168.0,
Achyranthes bidentata Blume,3085175.0,Achyranthes bidentata Blume,Achyranthes bidentata,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Achyranthes,Achyranthes bidentata,6.0,7707728.0,220.0,422.0,3064.0,3085166.0,3085175.0,
Achyranthes bidentata Blume var. longifolia Makino,6710336.0,Achyranthes bidentata var. longifolia Makino,Achyranthes bidentata longifolia,VARIETY,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Achyranthes,Achyranthes bidentata,6.0,7707728.0,220.0,422.0,3064.0,3085166.0,3085175.0,
Adenanthera microsperma Teijsm. & Binn.,2951851.0,Adenanthera microsperma Teijsm. & Binn.,Adenanthera microsperma,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Adenanthera,Adenanthera microsperma,6.0,7707728.0,220.0,1370.0,5386.0,2951839.0,2951851.0,
Adenanthera pavonina L.,2951846.0,Adenanthera pavonina L.,Adenanthera pavonina,SPECIES,ACCEPTED,100.0,EXACT,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Adenanthera,Adenanthera pavonina,6.0,7707728.0,220.0,1370.0,5386.0,2951839.0,2951846.0,
