id,commonNames,scientificNameWithoutAuthor,scientificNameAuthorship,gbifId,powoId,iucnCategory
1418388,"Chinese abelia, Beloahenais",Abelia chinensis,R.Br.,5599251,148187-1,
1361854,"Okra, Lady's-finger, బెండకాయ, भिण्डी, Lady's-fingers, Bhindi, Gumbo, Ochro, Bhindo, Idelele, بامیه, Gobo, Kacang bendi, Kusat, Zúlnà, Quiabo, ঢেঁড়স, भिंडी, ᱵᱷᱤᱱᱰᱤ, Otigo, भेंडरी, ಬೆಂಡೆಕಾಯಿ, காய், Ramtorai, Бамја, ଭେଣ୍ଡି, Nkruma, Vendaikkai (Tamil), Kubewa (Hausa), Djakhtaghne (Soninke), Castor Bean Tree, Cann lily",Abelmoschus esculentus,(L.) Moench,3152707,558006-1,
1370589,"Native rosella, White wild musk mallow, Abelshu Weed, Okra Number Two",Abelmoschus ficulneus,(L.) Wight & Arn.,3940858,558009-1,LC
1408264,"Manioc-hibiscus, Sunset-hibiscus, Sunset muskmallow, Bele, Aibika, Hibiscus root, Sunset Huskmallow, Mbele, Okra , ladyfinger plant, Hibiscuses",Abelmoschus manihot,(L.) Medik.,3152706,558020-1,DD
1402050,"Muskseed, Musk okra, Musk-mallow, Tropical jewel-hibiscus, Annual Hibiscus, Musky-seeded hibiscus, Native Rosella, Ornamental Okra, Muskdana, Rose mallow, Okra, Ambrette plant, Fautia, Kasturi, Musk, Musk mellow, Vegetable musk plant, Gandapura, Rose of Sharon",Abelmoschus moschatus,Medik.,8312665,558023-1,LC
1405027,Flatspike Sedge,Abildgaardia ovata,(Burm.f.) Kral,2708407,1025064-2,
1719768,"Devil's-cotton, Indian perennial hemp",Abroma augustum,(L.) L.f.,8219075,822006-1,
1734242,Doted Pea,Abrus fruticulosus,Wall. ex Wight & Arn.,5348700,469592-1,DD
1402792,"Rosarypea, Indian-licorice, Indian-liquorice, Coral-beadplant, Gidee-gidee, Licorice-vine, Minnie-minnies, Crab's-eye, Love-bean, Lucky-bean, Prayer-beads, Precatory, Precatory-bean, Red-beadvine, Weatherplant, Weathervine, Jequirity, Jequirity-bean, Jequerity, Jumbie Beads, Jumbi Bead, Jumby Beans, Liquorice Plant, Akar saga, Cock's eyes, Coondrimany, Coral bead, Coral bead vine, Country licorice, Crab's eye creeper, Jamaica wild licorice, John Crow bead, Jumbie bead, Licorice, Love pea, Paternoster pea, Prayer bead, Precatory pea, Ratti, Red-bead vine, Wild licorice, Bead Vine, Black-eyed Susan, Buddhist Rosary Bead, Crab's Eyes, Crab's-eye Vine, Crab’s eyes, Graine Rouge, Gwen L≠glise, Jumbee Bead, Jumbee seeds, Jumbie Bean, Liane Reglisse, Lucky bean creeper, Mountain Male-fern, Red Bean Vine, Scrubber, Wild Liquorice, Wire Wiss, Pois rouge, గురివింద, Jumbie Eyes, Sogok telik, Kundirmani, Gulaganji, Saga saga, Gunja sees, Manchatikkuru(malayalam)",Abrus precatorius,L.,5348711,469605-1,
1370608,Asian Indian-Mallow,Abutilon auritum,(Wall. ex Link) Sweet,3152639,1062300-2,
1370594,"Hairy Indian mallow, Flowering Maple",Abutilon guineense,(Schumach.) Baker f. & Exell,7279347,1171539-2,
1405089,"Florida Keys Indian mallow, Florida Keys Indian malloiw, Florida Key Indian-mallow, Indian mallow",Abutilon hirtum,(Lam.) Sweet,3152619,238-2,
1356287,"Indian abutilon, Indian lantern-flower, Indian mallow, Country mallow, Twelve-o'clock flower, Monkeybush, Abutilon, American Indian-mallow, తుత్తుర బెండ, Tuttubenda, అతిబల",Abutilon indicum,(L.) Sweet,3152634,1101632-2,
1363953,"Velvetleaf, Indian-mallow, Chingma-lantern, Abutilon-hemp, Butterprint, Tientsin-jute, China-jute, American-jute, Swamp Chinese-lantern, Velvetweed, Buttonweed, Indian Hemp, Pie-maker, Pie-marker, Velvetleaf Indian Mallow, Velvetleaf Abutilon, Chinese lantern, Chingma abutilon, Velvetleaf (or butterprint), துத்தி செடி, گاو پنبه, Makole, Yousefabdoli",Abutilon theophrasti,Medik.,3152614,1044174-2,
1408227,"Darwin black wattle, Earleaf acacia, Earpod wattle, Northern black wattle, Papuan wattle, Black wattle, Ear-leaf acacia, Ear-pod wattle, Tan wattle, Auri, Cork tree, Ear-pod acacia, Milo, Pacific rosewood, Portia tree",Acacia auriculiformis,A.Cunn. ex Benth.,2981001,469784-1,LC
1421386,"Formosan koa, Small Philippine Wattle, Small Philippine acacia, Formosa acacia, False koa, Formosa koa, Ianangi, Mimosa",Acacia confusa,Merr.,2978466,470039-1,LC
1363769,"Golden Wattle, Golden-rods, Longleaf wattle, Sallow wattle, Sydney golden wattle, Coastal wattle, Coast wattle, Long-leaved wattle, Sydney acacia, White sallow, Western yarrow, Aroma Doble, سنمار, Longleaf Acacia, Swallow Wattle",Acacia longifolia,(Andrews) Willd.,2978730,470782-1,LC
1382099,"Black wattle, Hickory wattle, Northern wattle, Sally wattle, Sabah salwood, Broadleaf salwood, Brown salwood, Mangium",Acacia mangium,Willd.,2979091,470839-1,LC
1714093,"Prairie acacia, White-ball acacia, Fern acacia",Acaciella angustissima,(Mill.) Britton & Rose,2981071,712-2,LC
1429313,"Asian copperleaf, Australian acalypha, Three-seeded copperleaf, Three-seeded mercury",Acalypha australis,L.,3056835,337182-1,
1542331,,Acalypha brachystachya,Hornem.,3056856,337212-1,
1432535,Birch leaved acalypha,Acalypha fruticosa,Forssk.,3056623,337407-1,LC
1408688,"Red-hot cat's tail, Chenilleplant, Philippine-medusa, Bristly copperleaf, Red-cattail, Red-hot-cattail, Copperleaf, Cat's tail, Red catstail, Monkey tail",Acalypha hispida,Burm.f.,3056375,337478-1,
1406863,"Indian acalypha, குப்பைமேனி, Indian-nettle, Copperleaf, Three-seeded-mercury, Indian Copperleaf, India Copperleaf, মুক্তঝুরি, শ্বেতবসন্ত (Bangla), Harita Manjari (Sanskrit), మురిపిండ, Kelanting (Java, Indonesia), కుప్పింట, మగబీర, Rashvarniseher, హరితమంజరి",Acalypha indica,L.,3056259,337497-1,
1408778,,Acalypha lanceolata,Willd.,3056367,337529-1,
1418815,"Wild tea, Teh-tehan",Acalypha siamensis,Oliv. ex Gage,3056042,337811-1,
1405685,"Copper leaf, Capa de obispo, Beefsteak plant, Jacob's coat, Match-me-if-you-can, Wilkes' acalypha, Fox tail, Match me if you can, Fire-dragon, Joseph's coat, كلفا, Variegated Hibiscus Rosa, Ekor kucing, Gypsy Skirt",Acalypha wilkesiana,Müll.Arg.,3057221,337939-1,LC
1610219,,Acampe ochracea,(Lindl.) Hochr.,2781924,614586-1,
1374470,"Bristly starbur, Goat's-head, Starbur, Upright starbur, Hispid starbur, Hispid starburr, Starburr, Bristly starburr, Hispid Greenstripe, Horn spine",Acanthospermum hispidum,DC.,3100375,173718-1,
1414796,"Mangrove-holly, Holly mangrove, Holly-leaf mangrove, Holy Mangrove, Holly-leaved acanthus, Sea holly, Spiny holly mangrove",Acanthus ilicifolius,L.,6359819,44873-1,LC
1685240,,Acer calcaratum,Gagnep.,3768225,56620-1,VU
1685242,"Campbell's Maple, Himalayan maple",Acer campbellii,Hook.f. & Thomson ex Hiern,7809468,56621-1,LC
1397300,"Cappadocian maple, Caucasian maple, Coliseum maple, افراشیردار, افرای شیرپلت، افرای  لوبلی،",Acer cappadocicum,Gled.,7262908,56622-1,LC
1685244,,Acer caudatum,Wall.,7263099,781257-1,LC
1390684,"Father David's maple, Snakebark Maple, Père David's maple, Snakesbark maple",Acer davidii,Franch.,7262943,781279-1,LC
1685263,Faber's maple,Acer fabri,Hance,7263046,781302-1,LC
1685277,"Polished Maple, Nepal Maple, Smooth Maple",Acer laevigatum,Wall.,7263110,781357-1,LC
1685280,,Acer laurinum,Hassk.,7907188,781361-1,LC
1356458,"Boxelder, Manitoba Maple, افرا, Ashleaf Maple, Boxelder maple, Poison Ivy, Ash-leaf maple, Three-leaf maple, California boxelder, Me'êškema, Ash-leaved maple, Western boxelder, Box-elder Maple, Three-leaved Maple, Western Box-elder, Sensation Maple, Kőrislevelű juhar, Box-elder, Ash-leaved maple, Trash Maple, Dişbudak yapraklı akçaağaç, افرای سیاه, Arce de hojas de fresno (Spanish), افرای جعبه ای, Canadian Box Elder",Acer negundo,L.,3189866,781412-1,LC
1685302,"Flying mothtree, Himalayan Maple",Acer oblongum,Wall. ex DC.,7262960,781420-1,LC
1685306,"Oliver maple, Oliver's maple",Acer oliverianum,Pax,3767891,781423-1,LC
1729269,,Acer pectinatum,Wall. ex Brandis,11047186,781444-1,LC
1356460,"Sycamore maple, Sycamore, Plane, Great Maple, Scottish maple, False planetree, Mock-plane-tree, Common sycamore, Plane maple, Lock-and-key-tree, Plane Tree, Sycamore [tree], افرا شبه چنار, Red maple?, Dağ akçaağacı, אדר דולבני",Acer pseudoplatanus,L.,3189870,781462-1,LC
1685331,,Acer sikkimense,Miq.,7263068,781511-1,LC
1685334,"Birch-leafed Maple, Birch-leaved maple",Acer stachyophyllum,Hiern,7263023,781517-1,LC
1364157,"Common yarrow, Yarrow, Nose Bleed, Yarrow (common), Milfoil, Blood-wort, Nosebleed Weed, Soldier's Woundwort, Coadâ-șurichinâ, He'haéheséeo'ôtse, Peâttar-rääʹss, Piättárrääsi, Carpenter's Weed, Milenrama, Western Yarrow, Sanguinary, Thousand Seal, Thousand-leaf, Soldiers Woundwort, Staunchweed, Giant yarrow, Largehead yarrow, Coada Șoricelului, Hajdučka trava, Red Yarrow, Ryllik (Norwegian)",Achillea millefolium,L.,3120060,2294-2,LC
1356469,"Devil’s Horsewhip, অপাঙ্গ/অপামার্গ (Bangla), Chirchira/Apamarg (Hindi), Burweed, ఉత్తరేణి, Chaff-flower, Chaffbur, Prickly chaff-flower, Devil's horsewhip, Man Better Man, Worry Vine, Prickly chafflower, Rattail, Hug-me-close, Man-better-man, Rough chaff flower, Rough chaff tree, Aghada, Puth kanda, আপাং(Bengali)",Achyranthes aspera,L.,3085168,2468-2,
1384545,"Nui Xi, Ox Knee, Ruderal chaff flower, Pig's knee",Achyranthes bidentata,Blume,3085175,58678-1,
1558402,,Achyrospermum densiflorum,Blume,3895719,444173-1,
1729624,,Acilepis divergens,(DC.) H.Rob. & Skvarla,8347905,60456948-2,
1497933,,Acilepis squarrosa,D.Don,3124477,174526-1,
1403758,,Acmella ciliata,(Kunth) Cass.,5386775,174534-1,
1407743,"Toothacheplant, Brazilian cress, Para cress, Spilanthes, Electric Daisy",Acmella oleracea,(L.) R.K.Jansen,5386764,914778-1,
1497950,"Panicled Spot Flower, Buzz buttons, Toothache plant",Acmella paniculata,(Wall. ex DC.) R.K.Jansen,5386757,914780-1,LC
1374977,Marsh para cress,Acmella uliginosa,(Sw.) Cass.,5386720,174556-1,LC
1420275,"Sichuan aconite, Japanese aconite, Carmichael's Monkshood",Aconitum carmichaelii,Debeaux,3033673,707241-1,
1440079,Southern Blue Monkshood,Aconitum uncinatum,L.,3033679,707923-1,
1396585,"Sweet-flag, Calamus, Flagroot, Sweet calamus, Sweetroot, Myrtle-flag, Single-Vein Sweetflag, Bēowyrt, Jangu, Jeureunggèë, Jhârângo, Beewort, Calamus root, Muskrat root, Pine root, Rat root, Sweet calomel, Sweet cane, Sweet myrtle, Sweet rush, Sweet sedge, Common Sweet Flag, European Sweetflag, Old World Sweetflag, Cinnamon Sedge, Myrtle Grass, Myrtle Sedge, Single-veined sweetflag, వస, Vacha",Acorus calamus,L.,2873769,84009-1,LC
1420864,"Grassy-leaved sweet flag, Grassleaf sweet flag, Dwarf Sedge, Japanese Rush, Japanese Sweet Flag, Japanese Sweetflag, Slender Sweet Flag, Grass-leaf sweet flag, Grass-leaf sweet-flag",Acorus gramineus,Aiton,2873807,84019-1,LC
1647383,Goosegrass,Acrachne racemosa,(B.Heyne ex Roth) Ohwi,2703234,384495-1,
1729284,"Kenya coffeeshade, Pink-cedar, Red-cedar, Shingletree",Acrocarpus fraxinifolius,Wight & Arn.,7491932,472105-1,
1365353,"Oat Grass, Arrocillo",Acroceras zizanioides,(Kunth) Dandy,4139637,3538-2,LC
1456373,,Acronema tenerum,(DC.) Edgew.,5538745,837278-1,
1431213,Lakawood,Acronychia pedunculata,(L.) Miq.,3836457,770718-1,LC
1380222,"Leather fern, Golden Leatherfern, Golden Leather Fern, Heart fern, Mangrove fern, Swamp fern, Coarse Swamp Fern, Paku Laut, Coast leather fern",Acrostichum aureum,L.,2651706,319061-2,LC
1709069,Mangrove fern,Acrostichum speciosum,Willd.,7625586,17007000-1,LC
1431255,,Acrotrema costatum,Jack,7958681,316447-1,
1356335,"Ray fern, Eyelash Fern",Actiniopteris radiata,(Sw.) Link,4205838,17008200-1,
1783883,Pisatree,Actinodaphne angustifolia,(Blume) Nees,4178252,462206-1,LC
1427174,,Actinodaphne glomerata,(Blume) Nees,4177686,462253-1,LC
1565054,,Actinodaphne longipes,Kosterm.,4177419,462279-1,VU
1565074,,Actinodaphne obovata,(Nees) Blume,4177184,462300-1,LC
1427250,Calappa palm,Actinorhytis calapparia,(Blume) H.Wendl. & Drude ex Scheff.,2735548,663980-1,LC
1750387,,Actinoschoenus aphyllus,(Vahl) Larridon,9249820,77177180-1,
1710111,,Actinostachys digitata,(L.) Wall.,7613402,17008260-1,
1388738,"Baobab Tree, Dead-rat-tree, Baobab, Monkey-bread-tree, African baobab, Dead rat tree, Lalo, Himbondeiro, Ibbuyu, Mubuyu, Mulambe, Muuyu, Umkhomo, Kónkínà, Monkey bread, Sour gourd, Upside-down tree",Adansonia digitata,L.,5406695,558628-1,
1366907,"Bead tree, Acacia Coral",Adenanthera microsperma,Teijsm. & Binn.,2951851,472162-1,LC
1366906,"Coralwood, Red sandalwood-tree, Sandal beadtree, Sandalwood-tree, Zumbictree, Beadtree, Red beadtree, Red beantree, Circassian-tree, False jequirity, False red-sandalwood, Red-sandalwood, Red bead tree, Circassian seed, Red Lucky Seed, Coral bean tree, False wiliwili, Red sandlewood, Coral Tree, Condoriwood, Coral pea, Sandal bead tree, Circassian bean tree, Acacia Coral, Agati Petite Feuille, Arbre á Æglise, Barbados Pride, Bois Noir Rouge, Bois Noir de Bourbon, Bois Noir á Graines Rouges, Bois Noir á la Graine, Circassian Bean, Curly Bean, False wili wili, Jumbi Bead, Peacock Flower-fence, Vaivai Ni Vavalagi",Adenanthera pavonina,L.,2951846,317691-2,LC
1427410,,Adenia heterophylla,(Blume) Koord.,7313459,674098-1,
1427428,,Adenia penangiana,(Wall. ex G.Don) W.J.de Wilde,7313383,674150-1,
1418350,"Whorled-leaf ladybell, Giant-bellflower, Japanese lady bell, Three-leaved lady bell",Adenophora triphylla,(Thunb.) A.DC.,5409255,139531-1,
1775837,,Adenosma glutinosa,(L.) Druce,8081748,798431-1,
1422262,"Common Medicine-Plant, Common medicineplant, Common adenostemma, Sticky daisy",Adenostemma lavenia,(L.) Kuntze,3132228,175003-1,
1498107,Jeju adenostemma,Adenostemma madurense,DC.,3094616,175006-1,
1424405,"Common Medicineplant, Dungweed, Adenostemma, Sticky daisy",Adenostemma viscosum,J.R.Forst. & G.Forst.,3094604,175030-1,LC
1356337,"Maidenhair fern, Venus's hair fern, Venus's maidenhair, Southern maidenhair, Maidenhair, Venus hairfern, Common maidenhair, Venus' Hair-fern, Venushair, Common maidenhair fern, Southern maidenhair fern, Venus maidenhair fern, Venus-hair fern, Lady's-hair fern, Hair-of-Venus, True Maidenhair, Venus hair., پر سیاوشان, Venus Maidenhair",Adiantum capillus-veneris,L.,2651816,325030-2,LC
1409270,"Tailed maidenhair, Trailing maidenhair, Walking maidenhair",Adiantum caudatum,L.,2651833,325033-2,
1415147,,Adiantum diaphanum,Blume,7335341,325036-2,
1709123,,Adiantum edgeworthii,Hook.,3746914,325037-2,
1380227,,Adiantum incisum,Forssk.,8309462,17010830-1,
1400684,"Broad-Leaf Maidenhair, Broadleaf maidenhair",Adiantum latifolium,Lam.,2651837,271633-2,
1414355,"Northern maidenhair, Pointerweed, Five-finger fern, Maidenfern, Maidenhair, Maidenhair Fern, Northern Maidenhair Fern, American maidenhair fern, Five-fingered fern, Fern",Adiantum pedatum,L.,2651832,30004419-2,
1424484,"Black maidenhair, Walking maidenhair fern",Adiantum philippense,L.,3750161,325052-2,
1380600,,Adiantum soboliferum,Wall. ex Hook.,7964193,17013080-1,
1401372,"Brittle maidenhair, Fan maidenhair, Maiden Hair, Brittle maidenhair fern, Fan maidenhair fern",Adiantum tenerum,Sw.,2651834,17013290-1,
1420265,"Himalayan maidenhair, Evergreen maidenhair",Adiantum venustum,D.Don,7335278,17013710-1,
1718297,"Heart-leaf adina, Yellow teak, Haldu, పసుపు కదంబం",Adina cordifolia,(Roxb.) Brandis,8417744,742903-1,LC
1787988,"Purple millettia, Tulang Dain, Jenaris, Jenerek",Adinobotrys atropurpureus,(Wall.) Dunn,2952276,472609-1,LC
1659102,"River mangrove, Black mangrove, Khalsi",Aegiceras corniculatum,(L.) Blanco,3721362,586618-1,LC
1775843,,Aeginetia acaulis,(Roxb.) Walp.,3728218,661835-1,
1427553,"Indian broomrape, Ye gu, Forest ghost flower",Aeginetia indica,L.,3173321,661840-1,LC
1372577,"Indian bael, మారేడు, Bael, Bengal-quince, Indian baelfruit, Baeltree, Belfruit-tree, Golden-apple, Bael Fruit, Elephant Apple, Holy Fruit, Indian Quince, Stone Apple, Wood Apple, Japanese bitter orange",Aegle marmelos,(L.) Corrêa,5421195,770819-1,NT
1426065,"Mamoncillo, علف شور پا گربه ای",Aeluropus lagopoides,(L.) Thwaites,4136488,384722-1,
1361127,"Indian walnut, Mediterranean saltgrass",Aeluropus littoralis,(Gouan) Parl.,4136390,1180129-2,
1419658,,Aerides falcata,Lindl. & Paxton,2811095,615236-1,
1610599,,Aerides houlletiana,Rchb.f.,2811144,615247-1,
1419659,Multi-flowered Aerides,Aerides multiflora,Roxb.,2811153,1009116-1,
1419660,"Hooked blossom orchid, ভাতৌ ঠুটীয়া কপৌ",Aerides odorata,Lour.,2811113,615287-1,
1610613,,Aerides rosea,Lodd. ex Lindl. & Paxton,2811075,615316-1,
1718301,Robust eria,Aeridostachya robusta,(Blume) Brieger,2815295,908248-1,
1426083,"Java aerva, Kapokbush, Pillow-weed, Desert cotton, طرف",Aerva javanica,(Burm.f.) Juss. ex Schult.,3085016,59030-1,
1550878,,Aeschynanthus buxifolius,Hemsl.,3818653,377689-1,
1550917,,Aeschynanthus fulgens,Wall. ex R.Br.,8762173,77130617-1,
1775844,,Aeschynanthus gracilis,C.S.P.Parish ex C.B.Clarke,3818047,377739-1,
1550928,,Aeschynanthus hookeri,C.B.Clarke,3817949,377749-1,
1419118,"Zebra basketvine, Black Pagoda",Aeschynanthus longicaulis,Wall. ex R.Br.,3825597,77130618-1,
1550967,,Aeschynanthus micranthus,C.B.Clarke,3825402,377792-1,
1550992,,Aeschynanthus parasiticus,(Roxb.) Wall.,3825064,377818-1,
1550993,,Aeschynanthus parviflorus,(D.Don) Spreng.,3825033,377821-1,
1410169,"Lipstick plant, Red bugle vine, Basket vine, Blushwort",Aeschynanthus pulcher,(Blume) G.Don,3824839,377839-1,
1419119,"Lipstickplant, Rastalpant",Aeschynanthus radicans,Jack,3824774,377844-1,
1419120,Lipstick vine,Aeschynanthus speciosus,Hook.,3824601,377859-1,
1366875,"Joint-vetch, American joint-vetch, Shyleaf, Forage aeschynomene, Thornless mimosa, Yerba Rosario, Putri Malu",Aeschynomene americana,L.,2949235,316404-2,
1366819,"Curly-indigo, Northern joint-vetch, Hard sola, Sensitive joint-vetch, Budda-pea, Indian joint-vetch, Kat sola, Indian jointvetch, Jointvetch, Knuckle bear bush, Sensitive Vetch",Aeschynomene indica,L.,2949250,472784-1,LC
1685358,Horse chestnut,Aesculus assamica,Griff.,3672337,781579-1,LC
1685360,Chinese horse-chestnut,Aesculus chinensis,Bunge,7323139,781586-1,
1427644,,Afzelia xylocarpa,(Kurz) Craib,5358297,473084-1,EN
1537716,,Agapetes cauliflora,Merr.,4164334,326072-1,
1537737,,Agapetes hosseana,Diels,4164044,858153-1,
1537762,,Agapetes megacarpa,W.W.Sm.,7329017,326100-1,
1390631,"Chinese giant-hyssop, Korean mint, Mint, Korean licorice mint, Blue licorice, Indian mint, Patchouli herb, Purple giant hyssop, Wrinkled giant hyssop",Agastache rugosa,(Fisch. & C.A.Mey.) Kuntze,7307327,444504-1,
1360898,"Agave, آگاو آمریکایی یا ابلق, American century plant, American agave, Century-plant, American-aloe, American Centuryplant, Flowering Aloe, Aloes, Blue Sisal, Maguey, కిత్త నార, خنجری، آگاه قرن",Agave americana,L.,2767031,319063-2,LC
1407917,"Mescal agave, Century plant, Caribbean agave, Maguey, Narrow-leaved century plant, Zapupe",Agave angustifolia,Haw.,2766846,327760-2,LC
1357953,"Sisal, Mescal, Hemp-plant, Sisal agave, Sisal-hemp, Fibre sisal, Agave, Agave sisal hemp, Galboom, Hemp",Agave sisalana,Perrine,2766636,6701-2,
1471166,Moon's agave,Agave vera-cruz,Mill.,2766994,62336-1,
1389568,"Crofton weed, Maui pamakani, Mexican Devil, Sticky snakeroot, Catweed, Hemp-agrimony, Sticky-agrimony, Catspaw, White Thoroughwort, Glandular eupatorium, Pamakani, Sticky eupatorium, Sticky snakewort, Tankhana",Ageratina adenophora,(Spreng.) R.M.King & H.Rob.,5400613,6811-2,
1355899,"Tropical whiteweed, Billygoat-plant, Billygoat-weed, Goatweed, Bluebonnet, Bluetop, Whiteweed, Bastard argimony, Floss flower, Billy goat weed, Invading ageratum, Sweet barzey, Sweet basil, Nonokot, Ḍus-beḍḍusân, Ageratum, Blue ageratum, Blue flowered groundsel, Mother brinkly, Tropic ateratum, Winter weed, Chick weed, White Cap, Bastard agrimony, Blue-top chickweed, Tropic ageratum",Ageratum conyzoides,L.,5401673,7086-2,
1355900,"Bluemink, Mexican ageratum, Ageratum, Flossflower, Blue billygoat-weed, Blue maudlin, Blue-top goatweed, Large-flower ageratum, Blue billy-goat weed, Houston's whiteweed, Blue billygoatweed, Blue Blazer, گل ابری, Mexican Paintbrush, Pussy Foot",Ageratum houstonianum,Mill.,5401760,175500-1,
1427862,,Aglaia argentea,Blume,5597956,576972-1,LC
1427881,"Coastal boodyarra, Droopyleaf, Priyangu",Aglaia elaeagnoidea,(A.Juss.) Benth.,5597755,577065-1,LC
1427901,,Aglaia exstipulata,(Griff.) W.Theob.,7271387,941629-1,LR/nt
1600452,,Aglaia korthalsii,Miq.,7698354,577146-1,LC
1427945,Law's aglaia,Aglaia lawii,(Wight) C.J.Saldanha,7271334,577159-1,LR/lc
1427962,,Aglaia leucophylla,King,5597514,577169-1,LC
1428003,,Aglaia malaccensis,(Ridl.) Pannell,5597458,909921-1,LR/nt
1380869,"Chinese perfume plant, Mock Lemon, သနပ်ခါးပန်း (in Burmese)",Aglaia odorata,Lour.,5597349,577227-1,LC
1428026,,Aglaia odoratissima,Blume,5597346,577229-1,LC
1428088,,Aglaia rubiginosa,(Hiern) Pannell,5598019,909924-1,LC
1428118,,Aglaia silvestris,(M.Roem.) Merr.,5597971,577321-1,LC
1420746,"Spotted evergreen, آگلونوما, Chinese evergreen, Fox's aglaonema, آگلونمای خال دار،, دیفن باخیا",Aglaonema costatum,N.E.Br.,2866357,84052-1,
1420754,"Chinese evergreen, Japanese-leaf",Aglaonema modestum,Schott ex Engl.,2866488,84081-1,
1464009,"Aglaonema aroid, Burmese evergreen, Chinese Evergreen",Aglaonema nitidum,(Jack) Kunth,2866438,84086-1,
1666257,Small hairy agrimony,Agrimonia nipponica,Koidz.,3002101,720291-1,
1666260,"Hairy agrimony, Hair-vein agrimony",Agrimonia pilosa,Ledeb.,3002003,720300-1,
1363472,"Redtop, Redtop bent, Bonnet grass, Fiorin, Black bent, Black bent grass, Redtop Bentgrass, Black Bentgrass, Giant Bentgrass, Water Bentgrass",Agrostis gigantea,Roth,2706541,385783-1,
1647539,,Agrostis inaequiglumis,Griseb.,4121740,385858-1,
1647571,,Agrostis micrantha,Steud.,4120111,385997-1,
1647579,,Agrostis nervosa,Nees ex Trin.,4119387,386057-1,LC
1356321,"Creeping bent, Spreading bent, Creeping bent grass, Fiorin, Creeping Bentgrass, Carpet Bentgrass, Redtop, White bent, Redtop grass, Carpet bent, Marsh bent",Agrostis stolonifera,L.,2706435,386353-1,LC
1542734,,Agrostistachys indica,Dalzell,3063595,338294-1,LC
1670203,,Aidia canthioides,(Champ. ex Benth.) Masam.,2919363,742956-1,LC
1670205,,Aidia cochinchinensis,Lour.,2919748,742957-1,LC
1428251,,Aidia densiflora,(Wall.) Masam.,2919824,742958-1,LC
1428281,Racemose aidia,Aidia racemosa,(Cav.) Tirveng.,2919891,911695-1,LC
1360547,"Tree of heaven, Tree-from-hell-that-will-not-be-killed, عرعر, Chinese sumac, China-sumac, Stinktree, Varnishtree, Tree-of-heaven, Chinese tree-of-heaven, Ailanthus, Ailanto-da-China, Swingle, Copal Tree, Skink Tree, Chinese sumach, Stinking sumac, Stinking quassia, Sumac tree, Glandulous-leaved Ailante, درخت بهشت, Oțetar (RO), Mirigyes bálványfa, Ghetto palm, Gold country tree, Pajaseň, אילנתה בלוטית, Dreve, Black walnut, Peanut butter tree, Sans!? dun dun dun dun dun, Immortalis trecieus, Paradise tree, אילנתה בלוטית (HE), Not-a-tree, Pajasan Žláznatý (CS), Japanese Varnish Tree, Veliki Pajesen (SL), Shandai, Cenușer (RO), False Sumac",Ailanthus altissima,(Mill.) Swingle,3190653,813521-1,LC
1428300,"Indian tree-of-heaven, Hemmara, Jungli Sarva, Mahanimbah, Maharukh, Mundayigatch, Pedda-manu, Pee maram, Rukhdo, Swaali, Tree of Heaven, Plant of heaven",Ailanthus excelsa,Roxb.,3709036,813527-1,DD
1420694,"White bean, White siris, Maharukh",Ailanthus triphysa,(Dennst.) Alston,3708775,813557-1,LC
1498575,,Ainsliaea aptera,DC.,3133840,175707-1,
1728627,Buggleweed,Ajuga integrifolia,Buch.-Ham. ex D.Don,9520699,444595-1,
1558608,,Ajuga lobata,D.Don,3887172,444611-1,
1558610,,Ajuga macrosperma,Wall. ex Benth.,3887136,444616-1,
1558615,Pink-flower bugleweed,Ajuga nipponensis,Makino,7307111,444633-1,
1528057,,Alangium alpinum,(C.B.Clarke) W.W.Sm. & Cave,3701918,271384-1,LC
1388674,Chinese Alangium,Alangium chinense,(Lour.) Harms,7326263,58133-1,LC
1428388,Akle,Albizia acle,(Blanco) Merr.,2973075,473164-1,NT
1366626,"Chinese albizia, Silktree, Sau tree",Albizia chinensis,(Osbeck) Merr.,2973197,473204-1,LC
1391958,"Mimosa, Persian Silk Tree, Silktree, Mimosa Tree, گل ابریشم, Silktree albizia, Pink siris, Varay-cotton, Siris, Powderpuff Tree, Silk-tree albizia, Silk-tree mimosa, Persian acacia, Pink Silk Tree, ଓଡ଼ିଆ, شب خسب, Persian silk tree -aka- Sleeping Tree, Butterfly Bush, Მიმოზა, Gülibrişim",Albizia julibrissin,Durazz.,2972983,473275-1,
1366605,"Siris tree, Broome raintree, East Indian-walnut, Acacia-tree, Frywood, Lebbek, Lebbektree, Powderpuff-tree, Women's-tongue-tree, Indian siris, Koko, Woman's tongue, Woman’s-tongue tree, Raom tree, Soros-tree, Woman's-tongue tree, Amor platónico, Lebbeck, Lebbeck Tree, Rain Tree, Shack-shack, Silver raintree, Singer-tree, Siris Rain Tree, Tibet lebbeck, Whistling-bean, White Siris, Black ebony, Chatterbox tree, Kokko, Flea tree, Black Siris, East India Walnut, Siris, Vaivai Ni Vavalagi, Womans tongue, Ebano-oriental, దివిసెన, برهان، درخت گل ابریشم گرمسیری, কড়াই গাছ।, Saras tree, شیریں, אלביציה צהובה, Flame tree",Albizia lebbeck,(L.) Benth.,2973215,99109-3,LC
