id,commonNames,scientificNameWithoutAuthor,scientificNameAuthorship,gbifId,powoId,iucnCategory
1424536,"Canscora, Winged-Stem Canscora",Canscora alata,(Roth) Wall.,3840335,366544-1,
1427432,,Canscora diffusa,(Vahl) R.Br. ex Roem. & Schult.,7270041,366552-1,
1427436,,Canthium horridum,Blume,2898630,745464-1,
1671258,,Canthium parvifolium,Roxb.,2917463,745582-1,
1783580,,Canthiumera siamensis,(K.Schum.) K.M.Wong,10722443,77195145-1,
1649039,,Capillipedium assimile,(Steud.) A.Camus,4106183,395030-1,
1649050,"Small-flower scented-top, Golden-beard, Scented-top grass, Scented top, Scented golden-beard, Small-flowered cane, Small-flowered capillipedium",Capillipedium parviflorum,(R.Br.) Stapf,4106001,395045-1,
1356285,"Karira, Sodada, Retama caper",Capparis decidua,(Forssk.) Edgew.,7782352,146394-1,LC
1427439,Thai caper,Capparis micracantha,DC.,5601856,146597-1,LC
1491044,,Capparis multiflora,Hook.f. & Thomson,5601805,146615-1,LC
1491050,,Capparis olacifolia,Hook.f. & Thomson,5601722,146645-1,
1379569,"Indian caper, Wild caper bush, Hedge caper-bush, Hedge Caper, Corymbose caper",Capparis sepiaria,L.,7273413,146769-1,LC
1427441,Ceylon caper,Capparis zeylanica,L.,5601836,146890-1,
1363910,"Shepherd's Purse, Mother's heart, Shephered's purse, Shepherdspurse, Common Shepherd's Purse, Pickpocket, Blind weed, Lady's-purse, Pick-purse, Toywort, Shepardspurse, کیسه کشیش",Capsella bursa-pastoris,(L.) Medik.,5375388,30092589-2,
1361992,"Peppers, Chili, Bell Pepper, Jalapeño, Chilli, Habanero, Chile pepper, Red capsicum, Red Pepper, Chili Pepper, Banana Pepper, Bird Pepper, Pepper, Sweet pepper, Cayenne Pepper, Paprika, Green pepper, Red Ghost Pepper, Green chilli, Capsicum, Green Capsicum, Hot Pepper, Pimiento, Seasoning Pepper, Hungarian Pepper, Ornamental Pepper, Pod pepper, Sweet and chili peppers, Cabai, فلفل, Tabasco, Ghost pepper, Ohnivec Chilli, فلفل زینتی, কাঁচামরিচ, Chile, Cili (Malay), Aji Amarillo, فلفل دلمه, మిరప, Sweet roasting pepper, California Pepper, Kashmiri, Calabrian diavolicchio, Orange Bell, Fish Pepper, Sweet Banana Pepper, मिर्च, Trinidad Scorpion, شطة, Felfel, Thai Super Chilli, জলকীয়া, Pepperoncini, Asian Tongue-Chilli, Yellow Pepper, Chile piquin, Padron",Capsicum annuum,L.,2932944,316944-2,LC
1356148,"Chilli, Tabasco pepper, Cayenne-pepper, Capsicum, Hot pepper, Bird pepper, Red chili, Spur pepper, Wild pepper, Bird-chilli, Bird's eye chilli, Chilli pepper, Bell Pepper, Jalapeño, మిరప, Chiltepin, فلفل, Habanero Chilli Pepper",Capsicum frutescens,L.,8403992,316959-2,LC
1758038,"Woolly senecio, Cocoon plant, Thin Casper",Caputia tomentosa,(Haw.) B.Nord. & Pelser,9390174,77123770-1,
1407777,"Carallawood, Corkybark, Freshwater mangrove, Billabong-tree",Carallia brachiata,(Lour.) Merr.,3873929,719554-1,LC
1402299,African crabwood,Carapa procera,DC.,3851350,577711-1,LC
1363884,"Common bittercress, Hairy bittercress, Bittercress, Hairy Bitter-cress, Hoary Bittercress, Bristly bittercress, Flick weed, Small Bittercress, Lamb's cress, Pepperweed, Shot weed, Tiny weed, Lesser Bittercress, Hairy Cardamine, Rzeżucha Włochata (PL), Mäkilitukka (FI), Garden Bittercress, Common Cardamine, Quersonnette (FR), Lambscress, Michitanetsukebana (JA), Rosettkarse (NO), Common Shotweed",Cardamine hirsuta,L.,3046258,280380-1,
1719822,"Hidden Bittercress, Asian Wavy Bittercress",Cardamine occulta,Hornem.,3690997,280533-1,
1419316,"Himalaya Lily, Himalayan Lily",Cardiocrinum giganteum,(Wall.) Makino,2752917,532549-1,
1372710,"Faux persil, Balloon vine, Balloonvine Heartseed, Blister creeper, Chinese cypress, Heart seed, Heart's pea, Love in a puff",Cardiospermum corindum,L.,3189932,782195-1,
1360468,"Balloonvine, Heart-pea, Lesser balloonvine, Winter-cherry, Small balloonvine, Black winter cherry, Heart seed, Love in a puff, Small balloon vine, Balloonvine Heartseed, Blister creeper, Chinese cypress, Heart's pea, బుడ్డకాకర",Cardiospermum halicacabum,L.,3189939,782206-1,LC
1440597,"Heartseed, Sprainbush Vine, Small-fruited balloon vine",Cardiospermum microcarpum,Kunth,3189937,782221-1,LC
1531002,Nerved-scale sedge,Carex aphanolepis,Franch. & Sav.,2726105,298592-1,
1407781,Greater brown sedge,Carex brunnea,Thunb.,2728632,927466-1,
1728679,,Carex esenbeckii,Kunth,2710419,299662-1,
1531399,,Carex filicina,Nees,2724401,299730-1,LC
1531451,Gibbous sedge,Carex gibba,Wahlenb.,2729235,299924-1,
1415344,,Carex indica,L.,2712224,330926-2,
1531727,Sluggish sedge,Carex lenta,D.Don,2723688,300613-1,
1531796,Maculate sedge,Carex maculata,Boott,2722370,300836-1,LC
1531902,,Carex myosurus,Nees,2726304,301124-1,LC
1720901,,Carex nubigena,D.Don,7919351,301252-1,
1728805,,Carex parvula,O.Yano,9571696,77149514-1,
1532233,,Carex scaposa,C.B.Clarke,2724718,302115-1,
1532263,,Carex setigera,D.Don,2723458,302220-1,
1728685,,Carex uncinioides,Boott,2710269,302807-1,
1567649,"Patana oak, Tummy wood, Ceylon oak, Kumbi, Slow match tree, Wild guava, Fountain tree",Careya arborea,Roxb.,3083448,469163-1,
1378024,"Papaya, Pawpaw, Papaw, Tree melon, Melon-tree, Mamon, Pepaya, పొప్పడి (బొప్పాయి) చెట్టు, Mamoeiro-fêmea, पपीता, 木瓜 (Mandarin), پپیتے کا درخت, Katès, Gwanda, Đu đủ, Betik (Malay), Kapayas (higaynon), Papaya Tree, Lechosa, Gedang, มะละกอ, פאפאיה, Kates Grendel, شجرة البابايا, Kepayas (Brunei Malay), মপফল(অমিতা), خربزه درختی",Carica papaya,L.,2874484,30011248-2,DD
1407786,"Karaunda, Bengal-currants, Carandas-plum, Karanda, Kerenda, Christ thorn, Christ's thorn, Jasmine flowered carrisa, వాక్కాయ చెట్టు, করমচা, Kanna",Carissa carandas,L.,5414419,77691-1,DD
1363812,"Egyptian carissa, Carandas-plum, Currentbush, Kunkerberry, Num-num, Bush Plum, Conkerberry, Currant Bush, Wild karanda, Simple-spined num-num, Arabian num num, Spiny-leaved monkey-orange",Carissa spinarum,L.,5536282,77756-1,LC
1399510,Common carpesium,Carpesium abrotanoides,L.,3094849,189330-1,
1502181,,Carpesium nepalense,Less.,3094859,189356-1,
1728637,,Carpinus viminea,Lindl. ex Wall.,8590936,295290-1,LC
1364165,"Safflower, Dyer's-saffron, False saffron, Fake Saffron, Parrot Seed, Kasombhâ, Kesumba, ꯀꯨꯁꯨꯝꯂꯩ, Bastard saffron, Saff flower, Safflor, Common safflower-thistle, కుసుమ, Saffron thistle, گلرنگ",Carthamus tinctorius,L.,3138327,324467-2,
1469032,,Caryota kiriwongensis,Hodel,3593240,60453504-2,
1718356,Giant mountain fishtail palm,Caryota maxima,Blume,8245256,665614-1,
1385870,"Fishtail palm, Tufted fishtail palm, Burmese fishtail palm, Clustered fishtail palm, Clustering fishtail palm, Common fishtail palm, 鱼尾棕, Fishtail Caryota",Caryota mitis,Lour.,2738902,665616-1,LC
1469034,"Giant fishtail palm, Thai giant caryota, Fishtail Palm",Caryota obtusa,Griff.,2738916,665622-1,LC
1385871,"Fish-tail palm, Jaggery palm, Sago palm, Solitary fishtail palm, Wine palm, Toddy palm, Fishtail palm, Kitul-tree, Kittool palm, Elephant's palm, Indian sago palm",Caryota urens,L.,2738914,665636-1,LC
1369909,"Luckynut, पीली कनेर, Yellow oleander, Kaner, فندق خوشبختی, خرزهره زرد يا شيناس, Milk tree, Exile tree, Be-still tree, Trumpet flower, Bee-still Tree, పచ్చ గన్నేరు, কলকে ফুল, அரளி, תבטיה הרדופית, Ki Hujan, Ginje, Nagasari",Cascabela thevetia,(L.) Lippold,3169652,47927-2,LC
1683649,,Casearia tomentosa,Roxb.,6043389,779706-1,LC
1574524,,Cassia bakeriana,Craib,5357132,484178-1,
1368528,"Golden Shower Tree, Amaltas, Indian-laburnum, अमलतास, Golden shower, Purging cassia, Liquorice Plant, Trommelstok, Golden-rain, Pudding pipe tree, Purging fistula, Golden-shower senna, Drumstick tree, Shower of gold, Cassie, Crown of Gold Tree, Purging Cassi, The Indian Laburnum, Pudding-pie-tree, Casse-habitant, చెట్టు తంగేడు, املتاس, Golden cassia, فلوس، خیار شنبر, خرنوب هندی",Cassia fistula,L.,5357108,484507-1,LC
1400481,"Pink Shower, Appleblossom cassia, Coral shower, Horse cassia, Pink shower tree",Cassia grandis,L.f.,5357158,484607-1,LC
1407791,"Appleblossom shower, Rainbow shower, Pink cassia, Apple Blossom, Apple-blossom cassia, Apple-blossom senna, Pink shower, Javanese cassia, Pink and white shower, Pink shower tree, Apple-blossom Shower, Apple-blossum Cassia, Jointwood",Cassia javanica,L.,5357125,484704-1,LC
1418692,Himalayan heather,Cassiope fastigiata,(Wall.) D.Don,5683588,327316-1,
1538045,,Cassiope pectinata,Stapf,5683526,327325-1,
1364284,"Dodder-laurel, Woevine, Lovevine, Bush-dodder, False dodder, Seashore-dodder, Devil's gut, Fish-net vine, Eastern Hemlock-spruce, Fine-stem Lovevine, Yellow Dodder, Yellow love",Cassytha filiformis,L.,3033999,463202-1,
1427462,Papua New Guinea Oak,Castanopsis acuminatissima,(Blume) A.DC.,5333166,295374-1,LC
1547704,,Castanopsis echinocarpa,Miq.,5333036,295388-1,LC
1419061,"Indian-chestnut, Oak-chestnut",Castanopsis indica,(Roxb. ex Lindl.) A.DC.,5332911,295397-1,LC
1427478,,Castanopsis megacarpa,Gamble,5332930,358404-1,
1427481,,Castanopsis nephelioides,King ex Hook.f.,5332918,295371-1,NT
1427488,,Castanopsis schefferiana,Hance,5332908,295407-1,NT
1427490,,Castanopsis wallichii,King ex Hook.f.,5333116,295373-1,VU
1383149,"Beach sheoak, Australian beefwood, Australian-pine, Beefwoodtree, Horsetail she-oak, Horsetailtree, Whistling-pine, Whistlingtree, Beach casuarina, Beach she-oak, Beach-oak, Coast she-oak, Coastal she-oak, Ironwood, Australian pine tree, Common ironwood, Horsetail casuarina, Casuarine, She-oak, South Sea ironwood, Beefwood, Casuarina, Horse-tail beefwood, Bull oak, Common ru, Horse-tail tree, Australian oak, Beach sea-oak, Austrlian beefwood, సరుగుడు, Causarina, درخت دم اسبی،  کاج استرالیایی, Agoho pine",Casuarina equisetifolia,L.,2891930,159856-1,LC
1401889,"Periwinkle, Vinca, Sadabahar, सदाबहार (देसी), নয়নতারা, सदाबहार, Madagascar periwinkle, நித்தியகல்யாணி, پریوش, బిళ్ళగన్నేరు, Sadaphuli, নয়নতৰা, Graveyardplant, Cape periwinkle, Rose periwinkle, Rosy periwinkle, Old-maid, Pink periwinkle, Bright-eyes, Old-maid-flower, Churchyard Blossom, Madalena Blanco, Old Church Blossom, Old Maids Olleander, Red periwinkle, Madagascar rosy periwinkle, Cayenne jasmine, Tonga, Teresita, Dừa cạn, सदाफुली, हिंदी में भेजो, فينكا, แพงพวย, Khum Bairagi, બારમાસી, Tapak dara, Playera, इसमें क्या प्रॉब्लम है, ڤینکا, Βιγκα, Tattoo Vinca, ટીકડી ફૂલ, Madagascan Periwinkle, Vinca Minor. Periwinkle.",Catharanthus roseus,(L.) G.Don,3169830,77880-1,
1574591,,Cathormion umbellatum,(Vahl) Kosterm.,2983918,485486-1,LC
1671335,,Catunaregam longispina,(Link) Tirveng.,2910925,987285-1,
1379645,"Emetic-nut, Thicket xeromphis, Mountain pomegranate, Karegida, Common emetic",Catunaregam spinosa,(Thunb.) Tirveng.,2910886,745904-1,LC
1427494,,Catunaregam tomentosa,(Blume ex DC.) Tirveng.,2910934,745905-1,
1779139,,Causonis corniculata,(Benth.) J.Wen & L.M.Lu,11038189,77209940-1,
1719823,,Causonis japonica,(Thunb.) Raf.,4055350,60470155-2,
1783396,,Causonis maritima,(Jackes) Jackes,11189797,77211310-1,
1720154,"Bush grape, Fox grape, Three-leaf cayratia, Three-leaved wild vine, కనుపుతీగె / పులిమడ",Causonis trifolia,(L.) Mabb. & J.Wen,10995009,77164230-1,
1700357,,Cautleya gracilis,(Sm.) Dandy,5302424,872261-1,LC
1700358,,Cautleya spicata,(Sm.) Baker,5302421,796211-1,LC
1719824,,Cayratia mollissima,(Wall.) Gagnep.,7293851,869705-1,
1388740,"White silk-cotton tree, Kapok, White silk cottontree, Kapoktree, Silk cottontree, Silk Cotton Tree, Giant kapok, God's tree, Cotton Tree, Devil's Tree, Fromager, Jumbie tree, P.W.D. Tree, Silk, White cotton tree, Cotton, Cotton silk tree, White kapok, తెల్ల బూరుగ, Money Tree",Ceiba pentandra,(L.) Gaertn.,5406697,1166232-2,LC
1494039,,Celastrus hookeri,Prain,3793702,160320-1,
1390975,"Oriental bittersweet, Japanese bittersweet, Staffvine, Asian bittersweet, Asian Staff-vine, Oriental Staff-vine, Asiatic Bittersweet, Chinese bittersweet, Round-leaved bittersweet, Invasive Bittersweet, Round leaf bittersweet",Celastrus orbiculatus,Thunb.,3169169,927512-1,
1414827,"Oriental bittersweet, Celastrus, Staff vine, Intellect plant, Black Oil Plant, Climbing staff plant",Celastrus paniculatus,Willd.,7265565,160439-1,
1363271,"Silver Cockscomb, Cockscomb, Dragon's Breath, Celosia, تاج خروس, Quail Grass, Brain Celosia, పట్టు కుచ్చులు, Silver Cock's-Comb, Feather cockscomb, Cock's-comb, Silvery cock's-comb, Wool flower, Lagos spinach, Silver and red foxtail, Crimson cockscomb, Fireweed, Jesus' plant, Red fox, Silver-spiked cockscomb, Silvery celosia, Red-spinach, Lalik Ayam, Garkha, Rudrajata, Abanico, Gadrya, Twisted Orange Celosia, Sitavarka, Mayursikha, Jatadhari, Imarti, గునుగు, Feathery cockwomble, Cresta de gallo, Plumed Cock's Comb, सिउरे फुल, Cresta di gallo, Dark purple, Plumed Cockscomb, Selosia, Prince of Wales feathers, Purple Cockscomb",Celosia argentea,L.,3085191,316350-2,LC
1373456,"Kaju lulu, Malaiino",Celtis philippensis,Blanco,7303643,56400-3,LC
1418377,"Chinese hackberry, Japanese hackberry, Chinese nettletree, East Asian hackberry, Chinese elm",Celtis sinensis,Pers.,4159594,851171-1,LC
1418378,Nilgiri Elm,Celtis tetrandra,Roxb.,7366997,851188-1,LC
1427153,"Fountain Grass, Black Fountaingrass, Swamp foxtail grass, Chinese pennisetum, Chinese fountain grass, Dwarf Fountain Grass, Chikarashiba (JP)",Cenchrus alopecuroides,(L.) Thunb.,5671747,395190-1,
1389964,"Pearl-Millet, बजड़ी, Bulrush millet, Cat-tail millet, Pokograss, Ornamental millet",Cenchrus americanus,(L.) Morrone,5828197,77105978-1,
1363463,"Buffel-grass, Buffalo Grass, African Foxtail Grass, African foxtail, خورنال",Cenchrus ciliaris,L.,4109540,395214-1,LC
1363016,"Kikuyu Grass, Sandbur, Kikuyo Grass, West African pennisetum, Fescue, Kikuyo",Cenchrus clandestinus,(Hochst. ex Chiov.) Morrone,5828201,77105989-1,LC
1363464,"Mossman River grass, Bur grass, Innocent-weed, Hedgehog grass, Spiny sandbur, Southern sandbur, Southern sandbur grass, Southern Sandburr, Common sandbur, Field sandbur, Sandburr, Burrgrass, Southern burgrass, Spiny burrgrass, Love Grass, چمن تشی درشت",Cenchrus echinatus,L.,5289739,316518-2,LC
1381394,,Cenchrus hordeoides,(Lam.) Morrone,5828227,77106005-1,LC
1389966,"Feathertop, Long-style feathergrass",Cenchrus longisetus,M.C.Johnst.,5290192,51255-2,
1721005,"Oriental pennisetum, Fountain grass, Oriental fountain grass, White Fountain Grass",Cenchrus orientalis,(Rich.) Morrone,8124374,77106061-1,LC
1730684,"Kyasuma grass, Hairy fountain grass, Annual Mission Grass, Deenanathgrass",Cenchrus pedicellatus,(Trin.) Morrone,5828233,77106022-1,LC
1363019,"Elephant grass, Napier Grass, Bana Grass, Napier's Fodder, Herbe elephant, Merker grass",Cenchrus purpureus,(Schumach.) Morrone,5828220,77106033-1,LC
1363021,"Fountain grass, Crimson fountaingrass, Grass, African Fountain Grass, Crimson fountain grass, آبشاری",Cenchrus setaceus,(Forssk.) Morrone,5828232,77106046-1,LC
1363466,"Cow sandbur, Anjangrass, Birdwoodgrass",Cenchrus setigerus,Vahl,5673992,321572-2,
1718537,"Mission grass, Feathery pennisetum, West Indies pennisetum",Cenchrus setosus,Sw.,5673987,395321-1,
1411387,"Cornflower, Bachelor's Button, Hurtsickle, Thimbles, Corn-pinks, Brushes, Blaver, Witch's-bells, Blue-poppy, Bluebonnets, Blue bottle, Garden Cornflower, Blue Cap, Strawflower, Kornblomster (DK)",Centaurea cyanus,L.,3089561,190310-1,
1384653,"Gotu kola, থানকুনি, Pennyweed, Bramhi, Marsh pennywort, Sheeprot, Thankuni, Asiatic pennywort, Indian pennywort, Asian pennywort, Spadeleaf, Centella, Ovate-leaved marsh pennywort, Coinwort, Asian Coinleaf, Indian penny-wort, Pohekula, Ji xue cao, Vallarai, বৰ মানিমুনি, Pegagan, Piduh",Centella asiatica,(L.) Urb.,3034128,1197718-2,LC
1365779,"Scrub sandbur, Barbed grass",Centotheca lappacea,(L.) Desv.,2706433,395345-1,
1403834,"Larkdaisy, Brazilian button flower",Centratherum punctatum,Cass.,3090864,51409-2,
1368938,"Mexican Butterfly-Pea, Flor de conchitas, Bluebell, Centro, Butterfly pea, Choreque Negro, Fleur Languette, Flor de Pito, Flor de Pito Blanco, Snake Plant",Centrosema pubescens,Benth.,2964904,485611-1,
1719827,"Lettuce tree, Cabbage tree",Ceodes grandis,(R.Br.) D.Q.Lu,3701578,999302-1,
1719828,"Umbrella Catchbirdtree, Birdcatcher Tree, Bird-lime Tree",Ceodes umbellifera,J.R.Forst. & G.Forst.,3086267,604437-1,LC
1361635,White helleborine,Cephalanthera damasonium,(Mill.) Druce,2795952,622369-1,
1614887,Long-bract cephalanthera,Cephalanthera longibracteata,Blume,2795856,622388-1,
1671341,,Cephalanthus angustifolius,Lour.,2923933,746200-1,NT
1772772,,Cephalanthus tetrandrus,(Roxb.) Ridsdale & Bakh.f.,2923940,746238-1,
1397596,"Fortune's plum-yew, Chinese plum-yew, Fortune's Yew Plum, Chinese cow's-tail pine",Cephalotaxus fortunei,Hook.,2685265,261815-1,LC
1356697,"Mouse-ear chickweed, Sticky Mouse-ear, Sticky mouse-ear chickweed, Clammy chickweed, Sticky chickweed, Clammy mouse-ear chickweed, Glomerate Mouse-Eared Chickweed, Big chickweed, Mouseear chickweed",Cerastium glomeratum,Thuill.,3085440,152274-1,
1357093,"Common hornwort, Hornwort, Coontail, Rigid hornwort, Coon's-Tail, Hornworts, Ditchweed, Coon’s Tail, Common Coontail, Hornweed, Morass weed, ক্যাসাঁল",Ceratophyllum demersum,L.,2882398,30006047-2,LC
1357094,"Prickly Hornwort, Soft Hornwort",Ceratophyllum muricatum,Cham.,5333327,163079-1,LC
1400700,"Floating fern, Floating Antlerfern, Horn fern",Ceratopteris pteridoides,(Hook.) Hieron.,2651590,17242590-1,
1400701,"Water fern, Water horn fern, Water sprite, Floating stag's-horn fern, Indian fern, Water Hornfern",Ceratopteris thalictroides,(L.) Brongn.,2651586,17064190-1,LC
1415482,,Ceratostylis subulata,Blume,2835912,622584-1,
1414808,"Rubbertree, Beach milkwood, Madagascar ordeal-bean, Grey milkwood, Pink-eyed cerbera, Sea-mango, Dogbane, Dogbone, Reva, Pong-pong, Sea pong-pong",Cerbera manghas,L.,7155766,77906-1,LC
1420139,"Suicide Tree, Pong-pong, Sea Mango, Buta-buta, Pong-pong tree, Reva, Yellow-eyed cerbera, Chatthankai, Chiute, Dog-bane, Grey Milkwood, Bintaro",Cerbera odollam,Gaertn.,7155753,77913-1,LC
1418192,"Hedge cactus, Queen-of-the-night, Queen of the night, Spiny tree cactus",Cereus hildmannianus,K.Schum.,5384000,53030-2,LC
1427520,,Ceriops decandra,(Griff.) W.Theob.,7642884,941633-1,NT
1427521,"Spurred mangrove, Black mangrove, Indian mangrove",Ceriops tagal,(Perr.) C.B.Rob.,3086518,719711-1,LC
1459828,,Ceropegia longifolia,Wall.,3574499,95648-1,
1407798,"Crimson cestrum, Purple cestrum, Red cestrum",Cestrum elegans,(Brongn. ex Neumann) Schltdl.,6403186,815003-1,LC
1380602,"Night jasmine, مسك الليل, Raat Rani, محبوب شب, Night-jessamine, Lady-of-the-night, Night-blooming jasmine, Night-blooming cestrum, Night cestrum, Night flowering jessamine, Queen of the night, Cestrum, Lady of the night, Night-scented cestrum, Night-scented jessamine, Poisonberry, Night-blooming jessamine, Night Jassamine, Iki he po, Night flowering jassamine, Lady of the night), Jasmin de nuit, రే మల్లె, Night queen, ليلة القدر, നിശാറാണി, Wild Bermuda Jasmine, Huele de Noche, Jasmine, محبوبه شب, रातराणी, হাসনাহেনা, Dạ lý hương",Cestrum nocturnum,L.,2928791,316386-2,LC
1574694,"Tropical sensitive pea, Pig's senna",Chamaecrista absus,(L.) H.S.Irwin & Barneby,2949868,54310-2,LC
1363779,"Five-leaf cassia, Japanese-tea, Fishbone cassia, Chamaecrista, Fish-bone Cassia, False sensitive plant",Chamaecrista mimosoides,(L.) Greene,2949769,54606-2,LC
1400510,"Sensitive partridge pea, Sensitive-pea, Sensitive cassia, Wild sensitive-plant, Sensitive Plant, Partridge-pea, Wild sensitive-pea, Shame Plant",Chamaecrista nictitans,(L.) Moench,2950302,30485908-2,LC
1721514,Field sensitive pea,Chamaecrista nomame,(Makino) H.Ohashi,8541694,946976-1,
1671391,,Chassalia curviflora,(Wall.) Thwaites,2912772,746289-1,
1415483,Mermaid’s tail,Cheirostylis montana,Blume,2814885,622746-1,
1779076,,Cheniella corymbosa,(Roxb. ex DC.) R.Clark & Mackinder,10805020,77165911-1,
1720155,Glaucous Climbing Bauhinia,Cheniella glauca,(Benth.) R.Clark & Mackinder,10856210,77165916-1,
1389975,"Sowbane, Maple-leaved Goosefoot, Soybane, Mapleleaf Goosefoot, Maple-leaf goosefoot, Hybrid Goosefoot, Hybrid Sowbane",Chenopodiastrum hybridum,"(L.) S.Fuentes, Uotila & Borsch",7551162,77121009-1,
1363179,"Fig-leaf goosefoot, Fig-Leaved Lamb'S-Quarters, Fig-leaved Goosefoot, سلمه تره, Figleaf Goosefoot, Goosefoot, Sokkati soppu, Feigenblättriger Gänsefuß (DE), Leaf graina, Laba gâștei, Figowcojta Pólšica (HSB), Chénopode à Feuilles de Figuier (FR), Fig-leaved Chenopodium, Stippelganzenvoet (NL), Bathu",Chenopodium ficifolium,Sm.,3083862,164928-1,
1729344,,Chesneya nubigena,(D.Don) Ali,5357277,486150-1,
1615184,,Chiloschista lunifera,(Rchb.f.) J.J.Sm.,2847814,622820-1,
1615194,,Chiloschista usneoides,(D.Don) Lindl.,2847808,622830-1,
1779781,"Square bamboo, Square-stem bamboo, Square-stemmed Bamboo",Chimonobambusa quadrangularis,(Franceschi) Makino,4154003,395729-1,
1609044,,Chionanthus mala-elengi,(Dennst.) P.S.Green,7326229,942251-1,LC
1427540,Northern Olive,Chionanthus ramiflorus,Roxb.,7326156,608794-1,LC
1427549,,Chisocheton patens,Blume,3852402,577914-1,LC
1427550,,Chisocheton pentandrus,(Blanco) Merr.,7271486,577920-1,LC
1418423,,Chloranthus elatior,Link,7469977,77112331-1,
1494981,Serrate-leaf chloranthus,Chloranthus serratus,(Thunb.) Roem. & Schult.,7339068,167822-1,
1418424,"Chulantree, Jin su lan, Cha-ran",Chloranthus spicatus,(Thunb.) Makino,3750517,167824-1,
1363583,"Giant finger grass, Purpletop chloris, Swollen windmill grass, Swollen fingergrass, Peacock plumegrass, Purple-top chloris, Plushgrass, Airport grass, Feather finger grass, Finger grass, چمن مقدس",Chloris barbata,Sw.,5289612,1168070-2,
1363579,"Abyssinian Rhodes grass, Rhodes grass, Gayana Windmill Grass, Rhodes windmill-grass",Chloris gayana,Kunth,5289618,395891-1,
1363580,Spiderweb chloris,Chloris pycnothrix,Trin.,5678495,395997-1,
1363582,"Feather finger grass, Feather windmill grass, Feathered chloris, Feathertop Rhodes grass, Feathertop grass, Feathery Rhodes grass, Oldland grass, Sweet grass, Woolly-top Rhodes grass, Hairy Rhodes grass, Feater finger-grass, Feather fingergrass, Feather-top chloris, Feathertop rhodesgrass, Feather-top, Showy Windmill Grass, Klossiegras, Showy chloris",Chloris virgata,Sw.,5289624,396063-1,
1407810,"Spider plant, کاپنس گندمی

خانواده: لیلیاسه ها (سوسنی ها), Hen-and-chickens, Ribbonplant, Spider-ivy, Walking anthericum, Green Spider Plant, Mala Madre, Hen and chicken, Listón (Mexico), برگ گندمی، عنکبوتی, Spider air plant, عنكبوتة, Il falangio",Chlorophytum comosum,(Thunb.) Jacques,2774846,532810-1,
1426708,"Siam lily, Spider Plant",Chlorophytum laxum,R.Br.,2774395,532931-1,
1471741,,Chlorophytum nepalense,(Lindl.) Baker,2774691,532987-1,
1386086,,Chlorophytum tuberosum,(Roxb.) Baker,2774912,533112-1,LC
1419264,,Choerospondias axillaris,(Roxb.) B.L.Burtt & A.W.Hill,3661517,69446-1,LC
1423517,Frangipani vine,Chonemorpha fragrans,(Moon) Alston,3616952,78008-1,
1427555,"Butterfly plant, Butterfly wing, Swallowtail plant",Christia obcordata,(Poir.) Bakh.f.,5349935,486277-1,
1409294,Red butterfly wing,Christia vespertilionis,(L.f.) Bakh.f.,5349925,486281-1,LC
1403855,"Hagonoy, Ki Rinyuh, Bitter bush, Jack in the bush, Siam weed, Triffid weed, Christmasbush, Butterfly-weed, Devilweed, Jack-in-the-bush, Paraffin-weed, Archangel, Paraffin bush, Sam-solokh, Awolowo weed, বন মটমটিয়া/মটমটে (Bangla), Tivra Gandha/Baghdhoka (Hindi),, കമ്മ്യൂണിസ്റ്റ് പച്ച, Babybush, Odorata Pantai, Blahum, Germany habi(local Assamese)",Chromolaena odorata,(L.) R.M.King & H.Rob.,3087725,57443-2,
1426138,Giradol,Chrozophora plicata,(Vahl) A.Juss. ex Spreng.,3054448,60464929-2,
1767421,,Chrozophora rottleri,(Geiseler) Spreng.,3054492,60464927-2,
1391154,"Indian chrysanthemum, Chrysanthemum, गुलदाऊदी (Hindi), शेवंती (Marathi), داودی ایندیسوم, চন্দ্রমল্লিকা, Indian dendranthema, చామంతి, Kurjo, Mums, ସେବତୀ (Odia), Gadawari (Nepali)",Chrysanthemum indicum,L.,3150814,193510-1,
1400996,"Coco plum, Hog plum, Icaco Coco-Plum, Coco Plant, Icaco, Abajeru, Paradise plum, Coco, Cocoa Plant, Cocoa Plum, Fat Pork, Kokoplum, Ekaks",Chrysobalanus icaco,L.,2985082,722181-1,LC
1415484,,Chrysoglossum ornatum,Blume,2782282,623082-1,
1363102,"Italian Jasmine, Yellow Jasmine, Italian yellow jasmine",Chrysojasminum humile,(L.) Banfi,9534100,77144222-1,LC
1728772,,Chrysojasminum subhumile,(W.W.Sm.) Banfi & Galasso,9453304,77144237-1,LC
1365381,"Pilipiliula, Lesser spear grass, Mackie's pest, Love grass, Golden False Beard Grass, Golden false beardgrass, Bajang-Bajang, Golden beardgrass, Seed grass",Chrysopogon aciculatus,(Retz.) Trin.,5290133,396110-1,
1441314,"Golden beard grass, Red false beardgrass",Chrysopogon fulvus,(Spreng.) Chiov.,5290136,396142-1,
1361917,"Scented Grass, Brush grass",Chrysopogon gryllus,(L.) Trin.,5674318,396147-1,
1649257,,Chrysopogon nodulibarbis,(Hochst. ex Steud.) Henrard,5677530,396163-1,
1365380,,Chrysopogon serrulatus,Trin.,5677426,396181-1,
