id,occurrenceID,basisOfRecord,modified,institutionCode,collectionCode,datasetName,informationWithheld,catalogNumber,references,occurrenceRemarks,recordedBy,recordedByID,identifiedBy,identifiedByID,captive,eventDate,eventTime,verbatimEventDate,verbatimLocality,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,geodeticDatum,countryCode,stateProvince,identificationID,dateIdentified,identificationRemarks,taxonID,scientificName,taxonRank,kingdom,phylum,class,order,family,genus,license,rightsHolder,inaturalistLogin,publishingCountry,projectId,sex,lifeStage,reproductiveCondition,vitality,dynamicProperties
201101237,https://www.inaturalist.org/observations/201101237,HumanObservation,2024-03-04T13:50:06Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101237,https://www.inaturalist.org/observations/201101237,,Samulik,,Harri Nygren,,wild,2024-03-03T10:27:34+02:00,10:27:34+02:00,2024-03-03 10:27:34+02:00,"Untolantie, Riihimäki, 06, FI",60.75938,24.7739083333,30.0,EPSG:4326,FI,Western Finland,456530929.0,2024-03-03T17:16:11Z,Mustakääpä,1061180,Phellinus igniarius trivialis,variety,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phellinus,http://creativecommons.org/licenses/by-nc/4.0/,Samulik,samuli_k,FI,,,,,,
201101238,https://www.inaturalist.org/observations/201101238,HumanObservation,2024-03-15T19:59:13Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101238,https://www.inaturalist.org/observations/201101238,,Igor Derevskov,,Igor Derevskov,,wild,2024-03-02T16:27:00+05:00,16:27:00+05:00,2024-03-02 16:27:00,"Челябинская обл., Россия, 455047",53.3438215424,58.9186732471,1221.0,EPSG:4326,RU,Chelyabinsk,456421018.0,2024-03-03T08:28:24Z,,7429,Bombycilla garrulus,species,Animalia,Chordata,Aves,Passeriformes,Bombycillidae,Bombycilla,http://creativecommons.org/licenses/by-nc/4.0/,Igor Derevskov,igorderevskov,,,,,,,
201101239,https://www.inaturalist.org/observations/201101239,HumanObservation,2025-02-12T20:26:21Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101239,https://www.inaturalist.org/observations/201101239,,Dustin Snider,,Dustin Snider,,wild,2023-08-03T15:24:18-07:00,15:24:18-07:00,2023-08-03 16:24:18-06:00,"Nancy Greene Park, Kootenay Boundary, BC, CA",49.2593474212,-117.9415097722,74.0,EPSG:4326,CA,British Columbia,456421019.0,2024-03-03T08:28:25Z,,50739,Platanthera stricta,species,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Platanthera,http://creativecommons.org/licenses/by-nc/4.0/,Dustin Snider,dustin777,CA,,,,,,
201101240,https://www.inaturalist.org/observations/201101240,HumanObservation,2024-03-03T08:30:06Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101240,https://www.inaturalist.org/observations/201101240,,Elias,,Elias,,wild,2024-03-03T08:21:21+01:00,08:21:21+01:00,2024-03-03 08:21:21,"Straßgang, Graz, Austria",47.0355998949,15.391699858,4.0,EPSG:4326,AT,Steiermark,456421023.0,2024-03-03T08:28:27Z,,55814,Corydalis solida,species,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Corydalis,http://creativecommons.org/publicdomain/zero/1.0/,Elias,elias105,,,,,,,
201101241,https://www.inaturalist.org/observations/201101241,HumanObservation,2024-03-03T13:11:15Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101241,https://www.inaturalist.org/observations/201101241,,Aleksey,,fornax313,,wild,2024-02-08T11:28:00+03:00,11:28:00+03:00,2024/02/08 11:28,Феодосия,45.0307208508,35.396261597,7216.0,EPSG:4326,UA,Crimea,456449478.0,2024-03-03T11:43:47Z,?,987315,Aloconota gregaria,species,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Aloconota,http://creativecommons.org/licenses/by-nc/4.0/,Aleksey,sazhnev,,,,,,,
201101245,https://www.inaturalist.org/observations/201101245,HumanObservation,2024-03-04T05:41:50Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101245,https://www.inaturalist.org/observations/201101245,Clinton Rocks Victoria Subsp sophorae look,arthurjoestephens,,jackiemiles,,wild,2024-03-03T16:03:18+11:00,16:03:18+11:00,2024-03-03 16:03:18+11:00,"Croajingolong, E. Gippsland - Orbost, AU-VI, AU",-37.7774454451,149.199178226,5.0,EPSG:4326,AU,Victoria,456689890.0,2024-03-04T03:18:41Z,,244653,Acacia longifolia sophorae,subspecies,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,http://creativecommons.org/licenses/by-nc/4.0/,arthurjoestephens,arthurjoestephens,,,,,,,
201101246,https://www.inaturalist.org/observations/201101246,HumanObservation,2024-07-19T07:39:41Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101246,https://www.inaturalist.org/observations/201101246,,davidsando,,davidsando,,wild,2024-03-03T13:22:00+10:30,13:22:00+10:30,2024/03/03 1:22 PM,"Keith SA 5267, Australia",-36.1335781675,140.3982687073,31.0,EPSG:4326,AU,South Australia,456421047.0,2024-03-03T08:28:42Z,,7176,Chenonetta jubata,species,Animalia,Chordata,Aves,Anseriformes,Anatidae,Chenonetta,http://creativecommons.org/licenses/by-nc/4.0/,davidsando,davidsando,AU,,,,,,
201101249,https://www.inaturalist.org/observations/201101249,HumanObservation,2024-09-05T08:13:55Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101249,https://www.inaturalist.org/observations/201101249,Killed/paralysed by wasp,Jarah Marginata,,Eathan Douglas,,wild,2024-02-15T14:45:27+11:00,14:45:27+11:00,2024-02-15 14:45:27+11:00,"Central Ward, Noorat, VIC, AU",-38.1816533333,142.9346616667,215.0,EPSG:4326,AU,Victoria,456456894.0,2024-03-03T12:27:36Z,,553879,Neosparassus patellatus,species,Animalia,Arthropoda,Arachnida,Araneae,Sparassidae,Neosparassus,http://creativecommons.org/licenses/by-nc/4.0/,Jarah Marginata,jarah,AU,,,,,,
201101250,https://www.inaturalist.org/observations/201101250,HumanObservation,2024-03-03T09:28:10Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101250,https://www.inaturalist.org/observations/201101250,,vishnu_uplc,,vishnu_uplc,,wild,2023-12-25T13:46:00+05:30,13:46:00+05:30,2023/12/25 1:46 PM,"Nawabganj, Uttar Pradesh, India",28.5405365,79.6305599,267.0,EPSG:4326,IN,Uttar Pradesh,456421054.0,2024-03-03T08:28:46Z,,474332,Porphyrio poliocephalus,species,Animalia,Chordata,Aves,Gruiformes,Rallidae,Porphyrio,http://creativecommons.org/licenses/by-nc/4.0/,vishnu_uplc,vishnu_uplc,,,,,,,
201101251,https://www.inaturalist.org/observations/201101251,HumanObservation,2024-03-03T08:33:07Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101251,https://www.inaturalist.org/observations/201101251,,Elias,,Elias,,wild,2024-03-03T08:12:38+01:00,08:12:38+01:00,2024-03-03 08:12:38,"Straßgang, Graz, Austria",47.0351805556,15.3924194444,,EPSG:4326,AT,Steiermark,456421059.0,2024-03-03T08:28:49Z,,126188,Gagea lutea,species,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Gagea,http://creativecommons.org/publicdomain/zero/1.0/,Elias,elias105,,,,,,,
201101254,https://www.inaturalist.org/observations/201101254,HumanObservation,2024-03-12T13:20:26Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101254,https://www.inaturalist.org/observations/201101254,,Martina Kišelová,,Richard Bulva,,wild,2023-06-24T12:47:00+02:00,12:47:00+02:00,2023/06/24 12:47,"Doksy, Česko",50.5805297098,14.636030058,3328.0,EPSG:4326,CZ,Liberecký,456436868.0,2024-03-03T10:10:59Z,,467853,Macaria brunneata,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Macaria,http://creativecommons.org/licenses/by-nc/4.0/,Martina Kišelová,marhi_226,,,,,,,
201101257,https://www.inaturalist.org/observations/201101257,HumanObservation,2024-03-03T08:42:01Z,iNaturalist,Observations,iNaturalist research-grade observations,Coordinate uncertainty increased to 29727m at the request of the observer,201101257,https://www.inaturalist.org/observations/201101257,,Aaron Bean,,Aaron Bean,,wild,2024-03-01T08:37:00+10:00,08:37:00+10:00,2024/03/01 8:37 AM,"Queensland, AU",-27.5504144031,152.361017871,29727.0,EPSG:4326,AU,Queensland,456421085.0,2024-03-03T08:29:05Z,,7990,Coracina novaehollandiae,species,Animalia,Chordata,Aves,Passeriformes,Campephagidae,Coracina,http://creativecommons.org/licenses/by-nc/4.0/,Aaron Bean,beaniana08,,,,,,,
201101258,https://www.inaturalist.org/observations/201101258,HumanObservation,2024-03-04T10:40:19Z,iNaturalist,Observations,iNaturalist research-grade observations,Coordinate uncertainty increased to 29727m at the request of the observer,201101258,https://www.inaturalist.org/observations/201101258,,Aaron Bean,,Aaron Bean,,wild,2024-03-01T08:26:00+10:00,08:26:00+10:00,2024/03/01 8:26 AM,"Queensland, AU",-27.4924805863,152.2204934159,29727.0,EPSG:4326,AU,Queensland,456421086.0,2024-03-03T08:29:05Z,,2464,Todiramphus sanctus,species,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Todiramphus,http://creativecommons.org/licenses/by-nc/4.0/,Aaron Bean,beaniana08,,,,,,,
201101259,https://www.inaturalist.org/observations/201101259,HumanObservation,2024-03-29T02:11:11Z,iNaturalist,Observations,iNaturalist research-grade observations,Coordinate uncertainty increased to 29727m at the request of the observer,201101259,https://www.inaturalist.org/observations/201101259,,Aaron Bean,,Ross Coupland,,wild,2024-03-01T13:29:00+10:00,13:29:00+10:00,2024/03/01 1:29 PM,"Queensland, AU",-27.4378058514,152.3429322504,29727.0,EPSG:4326,AU,Queensland,456438649.0,2024-03-03T10:22:58Z,,566219,Tropidoderus rhodomus,species,Animalia,Arthropoda,Insecta,Phasmida,Phasmatidae,Tropidoderus,http://creativecommons.org/licenses/by-nc/4.0/,Aaron Bean,beaniana08,,,,,,,
201101260,https://www.inaturalist.org/observations/201101260,HumanObservation,2024-03-03T10:06:53Z,iNaturalist,Observations,iNaturalist research-grade observations,Coordinate uncertainty increased to 29727m at the request of the observer,201101260,https://www.inaturalist.org/observations/201101260,,Aaron Bean,,Aaron Bean,,wild,2024-03-01T13:39:00+10:00,13:39:00+10:00,2024/03/01 1:39 PM,"Queensland, AU",-27.5557278829,152.3001165495,29727.0,EPSG:4326,AU,Queensland,456421088.0,2024-03-03T08:29:06Z,,6969,Anas gracilis,species,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,http://creativecommons.org/licenses/by-nc/4.0/,Aaron Bean,beaniana08,,,,,,,
201101261,https://www.inaturalist.org/observations/201101261,HumanObservation,2024-03-03T10:17:46Z,iNaturalist,Observations,iNaturalist research-grade observations,Coordinate uncertainty increased to 29727m at the request of the observer,201101261,https://www.inaturalist.org/observations/201101261,,Aaron Bean,,Aaron Bean,,wild,2024-03-01T13:39:00+10:00,13:39:00+10:00,2024/03/01 1:39 PM,"Queensland, AU",-27.489248222,152.3480104695,29727.0,EPSG:4326,AU,Queensland,456421089.0,2024-03-03T08:29:07Z,,6905,Anseranas semipalmata,species,Animalia,Chordata,Aves,Anseriformes,Anseranatidae,Anseranas,http://creativecommons.org/licenses/by-nc/4.0/,Aaron Bean,beaniana08,,,,,,,
201101262,https://www.inaturalist.org/observations/201101262,HumanObservation,2024-03-03T08:42:44Z,iNaturalist,Observations,iNaturalist research-grade observations,Coordinate uncertainty increased to 29727m at the request of the observer,201101262,https://www.inaturalist.org/observations/201101262,,Aaron Bean,,Aaron Bean,,wild,2024-03-01T13:39:00+10:00,13:39:00+10:00,2024/03/01 1:39 PM,"Queensland, AU",-27.4252345323,152.3341214516,29727.0,EPSG:4326,AU,Queensland,456421090.0,2024-03-03T08:29:07Z,,4243,Tachybaptus novaehollandiae,species,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,http://creativecommons.org/licenses/by-nc/4.0/,Aaron Bean,beaniana08,,,,,,,
201101263,https://www.inaturalist.org/observations/201101263,HumanObservation,2024-03-03T08:42:49Z,iNaturalist,Observations,iNaturalist research-grade observations,Coordinate uncertainty increased to 29727m at the request of the observer,201101263,https://www.inaturalist.org/observations/201101263,,Aaron Bean,,Aaron Bean,,wild,2024-03-01T18:18:00+10:00,18:18:00+10:00,2024/03/01 6:18 PM,"Queensland, AU",-27.4243486162,152.2784410406,29727.0,EPSG:4326,AU,Queensland,456421094.0,2024-03-03T08:29:08Z,,12657,Plectorhyncha lanceolata,species,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Plectorhyncha,http://creativecommons.org/licenses/by-nc/4.0/,Aaron Bean,beaniana08,,,,,,,
201101264,https://www.inaturalist.org/observations/201101264,HumanObservation,2024-03-03T08:42:53Z,iNaturalist,Observations,iNaturalist research-grade observations,Coordinate uncertainty increased to 29727m at the request of the observer,201101264,https://www.inaturalist.org/observations/201101264,,Aaron Bean,,Aaron Bean,,wild,2024-03-01T17:41:00+10:00,17:41:00+10:00,2024/03/01 5:41 PM,"Queensland, AU",-27.468211855,152.2086335018,29727.0,EPSG:4326,AU,Queensland,456421095.0,2024-03-03T08:29:08Z,,100695,Eudynamys orientalis,species,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Eudynamys,http://creativecommons.org/licenses/by-nc/4.0/,Aaron Bean,beaniana08,,,,,,,
201101270,https://www.inaturalist.org/observations/201101270,HumanObservation,2024-11-23T13:44:33Z,iNaturalist,Observations,iNaturalist research-grade observations,Coordinate uncertainty increased to 30069m at the request of the observer,201101270,https://www.inaturalist.org/observations/201101270,,hakkahamushi,,hakkahamushi,,wild,2014-03-14T13:59:00+09:00,13:59:00+09:00,2014/03/14 13:59,"Okinawa, JP",24.5596651282,124.1829086035,30069.0,EPSG:4326,JP,Okinawa,456421121.0,2024-03-03T08:29:20Z,,1103154,Duolandrevus yaeyamensis,species,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Duolandrevus,http://creativecommons.org/licenses/by-nc/4.0/,hakkahamushi,hakkahamushi,,https://www.inaturalist.org/projects/arthropod-faces,female,adult,,alive,"{""evidenceOfPresence"":""organism""}"
201101271,https://www.inaturalist.org/observations/201101271,HumanObservation,2025-01-08T13:31:33Z,iNaturalist,Observations,iNaturalist research-grade observations,Coordinate uncertainty increased to 30069m at the request of the observer,201101271,https://www.inaturalist.org/observations/201101271,,hakkahamushi,,hakkahamushi,,wild,2014-03-14T16:08:00+09:00,16:08:00+09:00,2014/03/14 16:08,"Okinawa, JP",24.4402479272,124.0703305794,30069.0,EPSG:4326,JP,Okinawa,456421122.0,2024-03-03T08:29:20Z,,1084185,Nasutitermes takasagoensis,species,Animalia,Arthropoda,Insecta,Blattodea,Termitidae,Nasutitermes,http://creativecommons.org/licenses/by-nc/4.0/,hakkahamushi,hakkahamushi,,,,adult,,alive,"{""evidenceOfPresence"":""organism""}"
201101272,https://www.inaturalist.org/observations/201101272,HumanObservation,2024-03-03T12:30:04Z,iNaturalist,Observations,iNaturalist research-grade observations,Coordinate uncertainty increased to 30069m at the request of the observer,201101272,https://www.inaturalist.org/observations/201101272,,hakkahamushi,,hakkahamushi,,wild,2014-03-14T20:06:00+09:00,20:06:00+09:00,2014/03/14 20:06,"Okinawa, JP",24.4600719191,124.2267060833,30069.0,EPSG:4326,JP,Okinawa,456421124.0,2024-03-03T08:29:21Z,,1125824,Microhyla kuramotoi,species,Animalia,Chordata,Amphibia,Anura,Microhylidae,Microhyla,http://creativecommons.org/licenses/by-nc/4.0/,hakkahamushi,hakkahamushi,,,,adult,,alive,"{""evidenceOfPresence"":""organism""}"
201101278,https://www.inaturalist.org/observations/201101278,HumanObservation,2024-03-08T13:52:52Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101278,https://www.inaturalist.org/observations/201101278,,sylphng,,sylphng,,wild,2024-03-03T08:30:00+08:00,08:30:00+08:00,2024-03-03 08:30:00+08:00,"Sungei Buloh Wetland Reserve, SG",1.4470521793,103.7240917138,326.0,EPSG:4326,SG,North,456421133.0,2024-03-03T08:29:23Z,,4943,Egretta garzetta,species,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,http://creativecommons.org/licenses/by-nc/4.0/,sylphng,sylphng,,,,,,,
201101281,https://www.inaturalist.org/observations/201101281,HumanObservation,2025-03-23T05:35:52Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101281,https://www.inaturalist.org/observations/201101281,,Jarah Marginata,,Jarah Marginata,,wild,2024-02-15T20:59:44+11:00,20:59:44+11:00,2024-02-15 20:59:44+11:00,"Moyne Shire, Bessiebelle, VIC, AU",-38.1581611667,141.9027416667,14267.0,EPSG:4326,AU,Victoria,456421147.0,2024-03-03T08:29:29Z,,23668,Litoria ewingii,species,Animalia,Chordata,Amphibia,Anura,Hylidae,Litoria,http://creativecommons.org/licenses/by-nc/4.0/,Jarah Marginata,jarah,AU,,,,,,
201101282,https://www.inaturalist.org/observations/201101282,HumanObservation,2024-03-04T07:34:17Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101282,https://www.inaturalist.org/observations/201101282,,smfang,,smfang,,wild,2024-03-01T15:49:05-08:00,15:49:05-08:00,2024-03-01 15:49:05-08:00,"Anza-Borrego Desert State Park, Borrego Springs, CA, US",33.3495416667,-116.3750216667,77.0,EPSG:4326,US,California,456421152.0,2024-03-03T08:29:31Z,,79366,Tiquilia palmeri,species,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Tiquilia,http://creativecommons.org/licenses/by-nc/4.0/,smfang,smfang,,https://www.inaturalist.org/projects/san-diego-county-california-biodiversity|https://www.inaturalist.org/projects/san-diego-county-plant-atlas|https://www.inaturalist.org/projects/flora-of-anza-borrego-state-park-and-adjacent-desert,,,,,
201101283,https://www.inaturalist.org/observations/201101283,HumanObservation,2024-03-03T13:22:59Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101283,https://www.inaturalist.org/observations/201101283,,belugagirl2024,,belugagirl2024,,wild,2020-11-01T14:58:42-05:00,14:58:42-05:00,2020-11-01 14:58:42,"Duck Key, FL 33050, USA",24.7669668809,-80.9455091134,200.0,EPSG:4326,US,Florida,456421153.0,2024-03-03T08:29:32Z,,35342,Iguana iguana,species,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,http://creativecommons.org/licenses/by-nc/4.0/,belugagirl2024,belugagirl2024,,https://www.inaturalist.org/projects/florida-keys-biodiversity|https://www.inaturalist.org/projects/herps-of-florida,,,,,
201101286,https://www.inaturalist.org/observations/201101286,HumanObservation,2024-03-08T13:52:48Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101286,https://www.inaturalist.org/observations/201101286,,sylphng,,sylphng,,wild,2024-03-03T09:00:00+08:00,09:00:00+08:00,2024-03-03 09:00:00+08:00,"Sungei Buloh Wetland Reserve, SG",1.4467925283,103.7240829598,311.0,EPSG:4326,SG,North,456421161.0,2024-03-03T08:29:37Z,,3879,Tringa totanus,species,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,http://creativecommons.org/licenses/by-nc/4.0/,sylphng,sylphng,,,,,,,
201101289,https://www.inaturalist.org/observations/201101289,HumanObservation,2024-03-03T08:51:14Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101289,https://www.inaturalist.org/observations/201101289,,Margarita Gafurova,,Margarita Gafurova,,wild,2023-08-22T14:23:00+03:00,14:23:00+03:00,2023/08/22 14:23,"Чебоксарский р-н, Чувашская Респ., Россия",56.106813491,47.4392530082,61.0,EPSG:4326,RU,Chuvash,456421169.0,2024-03-03T08:29:41Z,,51712,Bidens frondosa,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bidens,http://creativecommons.org/licenses/by-nc/4.0/,Margarita Gafurova,mmgafurova,,,,,,,
201101291,https://www.inaturalist.org/observations/201101291,HumanObservation,2024-03-08T13:22:39Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101291,https://www.inaturalist.org/observations/201101291,,sylphng,,sylphng,,wild,2024-03-03T11:30:00+08:00,11:30:00+08:00,2024-03-03 11:30:00+08:00,"Sungei Buloh Wetland Reserve, SG",1.446811801,103.7240467128,184.0,EPSG:4326,SG,North,456421175.0,2024-03-03T08:29:43Z,,4951,Ardea purpurea,species,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,http://creativecommons.org/licenses/by-nc/4.0/,sylphng,sylphng,,,,,,,
201101295,https://www.inaturalist.org/observations/201101295,HumanObservation,2024-03-08T13:22:42Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101295,https://www.inaturalist.org/observations/201101295,,sylphng,,sylphng,,wild,2024-03-03T12:00:00+08:00,12:00:00+08:00,2024-03-03 12:00:00+08:00,"Sungei Buloh Wetland Reserve, SG",1.446771584,103.7240713858,147.0,EPSG:4326,SG,North,456421183.0,2024-03-03T08:29:48Z,,4981,Nycticorax nycticorax,species,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,http://creativecommons.org/licenses/by-nc/4.0/,sylphng,sylphng,,,,,,,
201101296,https://www.inaturalist.org/observations/201101296,HumanObservation,2024-03-03T13:49:34Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101296,https://www.inaturalist.org/observations/201101296,,Василий,,Василий,,wild,2023-08-04T08:36:00+07:00,08:36:00+07:00,2023/08/04 08:36,"Новая Ювала, Томская обл., Россия, 636165",56.29853,83.42698,,EPSG:4326,RU,Tomsk,456421185.0,2024-03-03T08:29:49Z,,117016,Phylloscopus collybita,species,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,http://creativecommons.org/licenses/by-nc/4.0/,Василий,vakula65,,,,,,,
201101299,https://www.inaturalist.org/observations/201101299,HumanObservation,2024-03-05T06:50:12Z,iNaturalist,Observations,iNaturalist research-grade observations,Coordinate uncertainty increased to 29120m at the request of the observer,201101299,https://www.inaturalist.org/observations/201101299,,Jordan M,,Jordan M,,wild,2024-03-03T16:04:35+08:00,16:04:35+08:00,2024-03-03 16:04:35+08:00,"Western Australia, AU",-32.2795913594,115.8475836242,29120.0,EPSG:4326,AU,Western Australia,456421199.0,2024-03-03T08:30:01Z,,20907,Turnix varius,species,Animalia,Chordata,Aves,Charadriiformes,Turnicidae,Turnix,http://creativecommons.org/licenses/by-nc/4.0/,Jordan M,jordanrae,AU,,,,,,
201101301,https://www.inaturalist.org/observations/201101301,HumanObservation,2024-03-03T18:27:40Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101301,https://www.inaturalist.org/observations/201101301,Approx 2 cm across wings,kiwipom,,Neville Hudson,,wild,2024-03-03T21:28:43+13:00,21:28:43+13:00,2024-03-03 21:28:43,"Te Ore Ore, Masterton, New Zealand",-40.9552966667,175.692805,4.0,EPSG:4326,NZ,Wellington,456547319.0,2024-03-03T18:11:58Z,,1004767,Phrissogonus laticostata,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Phrissogonus,http://creativecommons.org/licenses/by-nc/4.0/,kiwipom,kiwipom,NZ,,female,adult,,alive,"{""evidenceOfPresence"":""organism""}"
201101302,https://www.inaturalist.org/observations/201101302,HumanObservation,2024-03-04T03:17:52Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101302,https://www.inaturalist.org/observations/201101302,Clinton Rocks Victoria,arthurjoestephens,,arthurjoestephens,,wild,2024-03-03T16:05:29+11:00,16:05:29+11:00,2024-03-03 16:05:29+11:00,"Croajingolong, E. Gippsland - Orbost, AU-VI, AU",-37.7773130151,149.1991909994,7.0,EPSG:4326,AU,Victoria,456421218.0,2024-03-03T08:30:11Z,,323840,Myoporum insulare,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Myoporum,http://creativecommons.org/licenses/by-nc/4.0/,arthurjoestephens,arthurjoestephens,,,,,fruits or seeds,,
201101303,https://www.inaturalist.org/observations/201101303,HumanObservation,2024-03-05T20:40:57Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101303,https://www.inaturalist.org/observations/201101303,,Alexey V. Ivanov,,Alexey V. Ivanov,,wild,2024-02-29T16:55:00+03:00,16:55:00+03:00,2024/02/29 16:55,"Kanashskiy rayon, Chuvash, Russia",55.5427166667,47.3593916667,,EPSG:4326,RU,Chuvash,456421219.0,2024-03-03T08:30:11Z,,19910,Strix uralensis,species,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,http://creativecommons.org/licenses/by-nc/4.0/,Alexey V. Ivanov,wkent,,https://www.inaturalist.org/projects/owls-of-the-world,,,,,
201101304,https://www.inaturalist.org/observations/201101304,HumanObservation,2024-11-17T15:24:46Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101304,https://www.inaturalist.org/observations/201101304,,Alexey V. Ivanov,,Alexey V. Ivanov,,wild,2024-03-01T11:17:00+03:00,11:17:00+03:00,2024/03/01 11:17,"Канаш, Чувашская Респ., Россия",55.5032216667,47.4872833333,,EPSG:4326,RU,Chuvash,565071983.0,2024-11-17T15:22:35Z,,145300,Acanthis flammea,species,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Acanthis,http://creativecommons.org/licenses/by-nc/4.0/,Alexey V. Ivanov,wkent,,,,,,,
201101306,https://www.inaturalist.org/observations/201101306,HumanObservation,2024-03-03T09:02:13Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101306,https://www.inaturalist.org/observations/201101306,,Alexey V. Ivanov,,Alexey V. Ivanov,,wild,2024-03-01T11:19:00+03:00,11:19:00+03:00,2024/03/01 11:19,"Канаш, Чувашская Респ., Россия",55.5031266667,47.4877733333,,EPSG:4326,RU,Chuvash,456421223.0,2024-03-03T08:30:12Z,,46001,Sciurus vulgaris,species,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,http://creativecommons.org/licenses/by-nc/4.0/,Alexey V. Ivanov,wkent,,,,,,,
201101307,https://www.inaturalist.org/observations/201101307,HumanObservation,2024-03-03T09:09:18Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101307,https://www.inaturalist.org/observations/201101307,,Alexey V. Ivanov,,Alexey V. Ivanov,,wild,2024-03-01T11:36:00+03:00,11:36:00+03:00,2024/03/01 11:36,"Канаш, Чувашская Респ., Россия",55.5004933333,47.48317,,EPSG:4326,RU,Chuvash,456421224.0,2024-03-03T08:30:13Z,,17943,Dendrocopos leucotos,species,Animalia,Chordata,Aves,Piciformes,Picidae,Dendrocopos,http://creativecommons.org/licenses/by-nc/4.0/,Alexey V. Ivanov,wkent,,,,,,,
201101308,https://www.inaturalist.org/observations/201101308,HumanObservation,2024-03-03T08:31:57Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101308,https://www.inaturalist.org/observations/201101308,,Alexey V. Ivanov,,Alexey V. Ivanov,,wild,2024-03-02T12:21:00+03:00,12:21:00+03:00,2024/03/02 12:21,"Канаш, Чувашская Респ., Россия",55.5060216667,47.489555,,EPSG:4326,RU,Chuvash,456421225.0,2024-03-03T08:30:13Z,,144849,Cyanistes caeruleus,species,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,http://creativecommons.org/licenses/by-nc/4.0/,Alexey V. Ivanov,wkent,,,,,,,
201101309,https://www.inaturalist.org/observations/201101309,HumanObservation,2024-03-03T08:46:05Z,iNaturalist,Observations,iNaturalist research-grade observations,,201101309,https://www.inaturalist.org/observations/201101309,,Alexey V. Ivanov,,Alexey V. Ivanov,,wild,2024-03-02T14:13:00+03:00,14:13:00+03:00,2024/03/02 14:13,"Канаш, Чувашская Респ., Россия",55.5108316667,47.4782366667,,EPSG:4326,RU,Chuvash,456421227.0,2024-03-03T08:30:14Z,,8029,Corvus frugilegus,species,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,http://creativecommons.org/licenses/by-nc/4.0/,Alexey V. Ivanov,wkent,,,,,,,
