Tên khoa học,Tên tiếng Việt,Phân bố,File,Tên đồng nghĩa,Họ,Họ thực vật,speciesKey
Excoecaria cochinchinensis Lour,"Đơn mặt trời, Cây lá liễu, Đơn lá đỏ, Đơn tía, Đơn tướng quân, Hồng bối quế hoa, Bách thiên liễu, Bẩu tẩu đeng (Tày)","Cây mọc tự nhiên, còn được trồng làm cảnh",excoecaria-cochinchinensis-lour.txt,,,Euphorbiaceae,3071716
Ocimum americanum L,"É hoang, É mỹ châu","Hà Nội, Khánh Hòa. Cây mọc tự nhiên ở nơi sáng và ẩm",ocimum-americanum-l.txt,,,Lamiaceae,2927097
Curculigo latifolia Dryand. ex W. T. Aiton,"Sâm cau lá lớn, Cồ nốc lá lớn","Kon Tum, Lâm Đồng. Cây mọc tự nhiên, còn được trồng",curculigo-latifolia-dryand-ex-w-t-aiton.txt,,,Hypoxidaceae,8588437
Ananas comosus (L.) Merr. – Bromelia comosa L,"Dứa Trái gai, Quả thơm, phai sơ kơ (Kho). mạy dửa (Tày)",Cây trồng,ananas-comosus-l-merr.txt,,,Bromeliaceae,5288819
Ventilago pauciflora Pitard,"Thau tán huyết, Khoai Thau (Tày)","Bắc Cạn, Thái Nguyên, Ninh Bình, Quảng Trị. Dây leo thân gỗ, dài 10-12m, mọc tự nhiên rải rác trong rừng thưa, ven rừng , trên các trảng cây gỗ",ventilago-pauciflora-pitard.txt,,,Rhamnaceae,3877500
Litsea lancifolia (Roxb. ex Nees) Hook.f. – Tetranthera lancifolia Roxb. ex Nees,Bời lời lá thon,"Phú Thọ, Gia Lai, Kon Tum, Ninh Thuận. Cây mọc tự nhiên rải rác trong rừng thường xanh, ven rừng, ven suối, ở độ cao trên 500 m",litsea-lancifolia-roxb-ex-nees-hook-f-tetranthera-lancifolia-roxb-ex-nees.txt,,Nguyệt quế (Lauraceae),,8956507
Habenaria rhodocheila Hance,"Hà biện lưỡi đỏ, Lan cò môi đỏ","Hải Phòng, Thừa Thiên Huế, Kon Tum, Gia Lai, Đắk Lắk. Cây mọc tự nhiên rải rác trong rừng thưa, ở độ cao 200-1.500 m",habenaria-rhodocheila-hance.txt,,,Orchidaceae,2829840
Campanula colorata Wall. ex Roxb . Họ Hoa chuông (Campanulaceae),Cỏ tím,"Ninh Bình, Lâm Đồng (Đà Lạt). Cây mọc tự nhiên trong rừng thứ sinh, ở độ cao 200-1600 m.",campanula-colorata-wall-ex-roxb.txt,,,,5411542
Diplazium lobbianum (Hook.) T. Moore – Asplenium lobbianum Hook,"Ráng, Quán chúng, Ráng làm chổi","Quảng Nam (Trà My), Khánh Hoà (Hòn Bà). Cây mọc tự nhiên trong rừng rậm thường xanh, nơi đất nhiều mùn.",diplazium-lobbianum-hook-t-moore.txt,,,Woodsiaceae,4016912
Vigna mungo (L.) Hepper – Phaseolus mungo L,"Đậu xanh, Lục đậu, Má thủa kheo (Thái), Thúa kheo (Tày)","Cây trồng ở Lào Cai (Sa Pa), Cao Bằng, Nghệ An. Nguyên sản ở Ấn Độ",vigna-mungo-l-hepper-phaseolus-mungo-l.txt,,,Họ Đậu (Fabaceae),2982533
Codonacanthus pauciflorus (Nees) Nees,"Hoa chuông, Gai chuông","Quảng Ninh (Quảng Uyên, Uông Bí), Hà Nội (Ba Vì), Ninh Bình (Chợ Ghềnh). Cây mọc tự nhiên dưới tán rừng ẩm",codonacanthus-pauciflorus-nees-nees.txt,,,Acanthaceae,3774207
Blastus cochinchinensis Lour,"Mua rừng trắng, Mua nam bộ, Ném lượt, Cậm cang (Thái)","Hà Nội (Ba Vì), Thừa Thiên Huế. Cây mọc tự nhiên ở ven rừng thưa, trên vách núi đất, nơi sáng",blastus-cochinchinensis-lour.txt,,,Melastomataceae,5600005
Acacia confusa Merr,"Keo lá tràm, Keo lưỡi liềm, Đài loan tương tự",Cây nhập trồng ở khắp nơi,acacia-confusa-merr.txt,,Trinh nữ – Mimosaceae,,2978466
Viola odorata L,"Hoa tím, Hoa bướm, Bjooc xẳm (Tày)","Lâm Đồng, Sài Gòn. Cây trồng",viola-odorata-l.txt,,Violaceae,,5331181
Hydnocarpus hainanensis (Merr.) Sleum,Lọ nồi hải nam,"Vĩnh Phú (Tam Đảo), Ninh Bình (Cúc Phương). Cây mọc tự nhiên trong rừng xanh, ở độ cao 700 – 1500m",hydnocarpus-hainanensis-merr-sleum.txt,,,Flacourtiaceae,3878156
Caryota monostachya Becc,Đùng đình bông đơn,"Mọc phổ biến ở Bắc và Trung Bộ Việt Nam, ở độ cao 130-1600 m",caryota-monostachya-becc.txt,,,Arecaceae,2738915
Thottea tomentosa (Blume) Dinghou – Ceramium tomentosa Blume,Tốt hoa lông,"Nam Bộ (trên thác sông Đồng Nai). Cây mọc tự nhiên ven suối, gần thác.",thottea-tomentosa-blume-dinghou.txt,,Mộc Hương (Aristolochiaceae),,3588480
Rosa chinensis Jacq,"Hoa hồng, Hồng đỏ, Hường, Co coi (Thái), Bjooc coi (Tày)",Cây trồng làm cảnh,rosa-chinensis-jacq.txt,,,Rosaceae,3005039
Paspalum dilatatum Poir,"San dẹp, Kèn","Cây trồng ở Hà Nội, Lâm Đồng (Đà Lạt).",paspalum-dilatatum-poir.txt,Digataria dilatata (Poir.) Coste,Hòa thảo – Poaceae,,2705565
Isodon lophanthoides (D.Don) Hara – Hyssopus lophanthoides D. Don,Cỏ mật gấu,"Lào Cai, Cao Bằng, Sơn la, Lâm Đồng. Cây mọc tự nhiên ở ven đồi, ven rừng, các bãi hoang, ở độ cao 500-800 m",isodon-lophanthoides-d-don-hara.txt,,Hoa môi (Lamiaceae),,8060712
Rotala rotundifolia (Buch.-Ham. ex Roxb.) Koehne. – Ammannia rotundiflora Roxb,Vảy ốc lá tròn,"Bắc Kạn, Hà Nội (Phủ Lỗ), Ninh Bình, Nghệ An, Kon Tum, Lâm Đồng. Cây mọc tự nhiên nơi ẩm, gần nước",rotala-rotundiflora-roxb-koehne.txt,,,Lythraceae,7122825
Carissa carandas L. – C. congesta Wight,"Xi rô, Cây đắng","Cây trồng ở các tỉnh phía Nam. Nguồn gốc từ Ấn Độ, Indonesia",carissa-carandas-l.txt,,,Apocynaceae,5536495
Engelhardtia spicata Lesch. ex Blume,"Chẹo bông, Kro","Lai Châu, Sơn La, Lạng Sơn, Kon Tum, Đắk Lắk, Lâm Đồng, Ninh Thuận, Bình Dương. Cây mọc tự nhiên trong rừng ẩm, ở độ cao 1000 – 2000 m",engelhardtia-spicata-lesch-ex-blume.txt,,,Juglandaceae,7310580
Sesbania grandiflora (L.) Pers. – Robinia grandiflora L,So đũa,"Cây mọc tự nhiên, thường được trồng từ Miền Trung trở vào các tỉnh Đồng Bằng Sông Cửu Long",sesbania-grandiflora-l-pers.txt,,Đậu (Fabaceae),,8281950
Amomum aurantiacum H.T. Tsai & S.W. Zhao,Sa nhân đỏ,"Điện Biên, Sơn La, Kon Tum (Đắk Glei, Đắk Mon). Cây mọc dưới tán rừng ẩm, ven suối, ở độ cao 400-600 m",amomum-aurantiacum-h-t-tsai-s-w-zhao.txt,,,Zingiberaceae,10945383
Impatiens chinensis L,Bóng nước tàu,"Hà Nội, Ninh Bình (Chợ Ghềnh), Lâm Đồng (Đà Lạt), Ninh Thuận. Cây mọc tự nhiên rải rác trong rừng",impatiens-chinensis-l.txt,,,Balsaminaceae,4193478
Illicium ternstroemioides A. C. Smith,Hồi chè,"Sơn La (Sông Mã, Sốp Cộp)",illicium-ternstroemioides-a-c-smith.txt,,Hồi – Illiciaceae,,3592296
Cosmos sulphureus Cav,"Chuồn chuồn vàng, Sao nhái",Cây trồng làm cảnh,cosmos-sulphureus-cav.txt,,,Asteraceae,3098951
Anogeissus acuminata (Roxb. ex DC.) Guillaum. et Perr,"Chò nhai, Cà đăm","Hà Bắc, Ninh Bình, Thanh Hóa, Đồng Nai, Kiên Giang. Cây mọc tự nhiên trong rừng nguyên sinh, vùng núi đất, núi đá vôi, ở độ cao 700 m",anogeissus-acuminata-roxb-ex-dc-guillaum-et-perr.txt,,,Combretaceae,9357375
Alpinia chinensis (Retz.) Roscoe – Languas chinensis Koenigin Retz,"Lương khương, Riềng tàu","Lào Cai, Vĩnh Phúc (Tam Đảo), Hà Nội (Ba Vì), Hà Tĩnh, Thừa Thiên Huế, Lâm Đồng. Mọc trên sườn đồi, ven rừng, dưới tán rừng thứ sinh, ở độ cao 100-2.500 m",alpinia-chinensis-retz-roscoe.txt,,,Zingiberaceae,5302088
Aeschynanthus longicaulis Wall. ex R. Br,Má đào thân dài,"Khánh Hòa, Bà Rịa Vũng Tàu (Núi Đinh)",aeschynanthus-longicaulis-wall-ex-r-br.txt,,Tai voi – Gesneriaceae,,3825597
Reevesia pubescens Mast,"Thoa la, Trường hùng lông","Lào Cai (Sa Pa), Gia Lai, Ninh Thuận. Cây mọc tự nhiên rải rác trong rừng, ở độ cao 500-2.000 m",reevesia-pubescens-mast.txt,,,Sterculiaceae,7323104
Limnophila sessiliflora (Vahl) Blume – Hottinia sessilifolia Vahl,"Rau om không cuống,","Hà Nội, Sơn Tây tới Quảng Nam, Đà Nẵng. Cây mọc tự nhiên trong các ao hồ, ruộng nước.",limnophila-sessiliflora-vahl-blume-hottinia-sessilifolia-vahl.txt,,,Scrophulariaceae,5415001
Daucus carota L. Họthực vậtHoa tán (Apiaceae),"Cà rốt, Hồ la bặc, Băn các đanh (Thái), Cà lốt (Tày)",Cây trồng,daucus-carota-l.txt,,,,3034742
Asystasiella chinensis (S. Moore) E. Hossain,"Song biến bắc, Bạch tiếp cốt","Cây mọc tự nhiên dưới tán rừng, ở độ cao 1200 – 2400 m của các tỉnh Miền Nam Việt Nam.",asystasiella-chinensis-s-moore-e-hossain.txt,,,Acanthaceae,5574031
Rumex dentatus Campd,Chút chít răng,"Lào Cai (Sa Pa). Cây mọc tự nhiên ở ven rừng, ven suối, khe đá, khe núi, ở độ cao tới 1.600 m",rumex-dentatus-campd.txt,,,Polygonaceae,2889038
Tectaria polymorpha (Wall. ex Hook.) Copel,Ráng yểm dực có chân,Phân bố rất rộng. Cây mọc tự nhiên trong rừng rậm thường xanh.,tectaria-polymorpha-wall-ex-hook-copel.txt,,,Aspidiaceae,6055063
Salacia cochinchinensis Lour,Chóp máu nam,"Thanh Hóa, Nghệ An, Thừa Thiên Huế, Quảng Nam, Quảng Ngãi. Cây mọc tự nhiên trong rừng thưa, rừng cây bụi",salacia-cochinchinensis-lour.txt,,,Celastraceae,5579857
Ardisia ixorifolia Pit,"Cơm nguội lá trang, Trọng đũa","Quảng Trị, Thừa Thiên-Huế. Cây mọc tự nhiên rải rác trong rừng, ở độ cao 300-500 m",ardisia-ixoraefolia-pit.txt,,,Họ Đơm Nem (Myrsinaceae),5558104
Sloanea sinensis (Hance) Hemsl. – Echinocarpus sinensis Hance,Sô loan trung quốc,"Lai Châu, Lào Cai, Thanh Hóa, Lâm Đồng. Cây mọc tự nhiên rải rác trong rừng, ở độ cao 900-1500 m.",sloanea-sinensis-hance-hemsl.txt,,,Elaeocarpaceae,5651170
Torricellia angulata Oliv. var. intermedia (Harms ex Diels) Hu,Tô sơn,"Lao Cai, Lai Châu, Hà Giang, Hòa Bình (Mai ChâuPà Cò), Kon Tum (Sa Thầy). Cây mọc tự nhiên, rải rác trong rừng thưa, ở độ cao 1.500 m",orricellia-angulata-oliv-var-intermedia-harms-ex-diels-hu.txt,,,Torricelliaceae,4259120
Hypoxis aurea Lour,"Hạ trâm, Tỏi voi lùn","Lào Cai (Sa Pa), Khánh Hòa. Cây mọc tự nhiên nơi đất ẩm, nhiều mùn, dưới rừng, khe đá, hốc cây, ven sông suối.",hypoxis-aurea-lour.txt,,,Hypoxidaceae,2852790
Durio zibethinus Murr,Sầu riêng,Cây trồng ở các tỉnh phía Nam,durio-zibethinus-murr.txt,,,Bombacaceae,3152230
Hydrocotyle sibthorpioides Lam,"Rau má mỡ, Rau má chuột, Rau má họ, Thiên hồ thái","Sơn La (Mộc Châu, Sông Mã, Sốp Cộp), Quảng Ninh (Uông Bí, Lũng Van, Đầm Hà), Hà Nội, Nam Định, Hà Nam (Võ Xá), Ninh Bình (Phúc Nhạc, Đông Hàm), Thừa Thiên Huế (Huế), Đà Nẵng, Lâm Đồng (Lang Bian), Bình Dương (Thủ Dầu Một), Tp. Hồ Chí Minh",hydrocotyle-sibthorpioides-lam.txt,Hydrocotyle rotundifolia Roxb,Hoa tán – Apiaceae,,8418338
Solidago virgaurea L,Hoàng cẩm phượng,"Lai Châu, Lào Cai, Hà Giang, Cao Bằng, Tây Ninh, Đồng Nai. Cây mọc tự nhiên trên các trảng cỏ và ven rừng thưa, lùm bụi, ở độ cao 100-1.600 m.",solidago-virgaurea-l.txt,,,Asteraceae,6446462
Ficus sumatrana Miq,Đa cừa,"Quảng Bình, Quảng Trị, Thừa Thiên Huế Gia Lai. Cây trồng làm cảnh",ficus-sumatrana-miq-miq-var-sub-sumatrana-gagnep-corn.txt,,,Họ Dâu tằm (Moraceae),5569869
Ardisia primulaefolia Gardn. et Champ,"Trọng đũa anh thảo, Tử kim ngưa toà sen","Hà Nội (Ba Vì). Cây mọc tự nhiên trong rừng hỗn giao, nơi ẩm tối, khe suối, sườn đồi, ở độ cao 1000 – 1400 m",ardisia-primulaefolia-gardn-et-champ.txt,,,Myrsinaceae,5558460
Cissus astrotricha Gagnep,Hồ đằng lông sao,Lâm Đồng. Cây mọc tự nhiên,cissus-astrotricha-gagnep.txt,,,Vitaceae,4053160
Canna indica L,"Chuối hoa, Hoa dong",Cây trồng làm cảnh,canna-indica-l.txt,,,Cannaceae,8034409
Elaeagnus conferta Roxb,Nhót dại,"Lao Cai, Hà Tây, Vĩnh Phúc. Cây mọc tự nhiên rải rác ven rừng, lùm bụi",elaeagnus-conferta-roxb.txt,,,Elaeagnaceae,7293128
Trema cannabina Lour,"Trần mai cầm, Hu đay gai","Hà Nội (Ba Vì), Hà Nam (Ninh Thái), Kiên Giang (Phú Quốc). Cây mọc rải rác trên các bãi hoang, ven đồi trọc",trema-cannabina-lour.txt,,,Ulmaceae,2984507
Combretum quadrangulare Kurz,"Trâm bầu, Chưng bầu, Tim bầu, Săng kê, Song re","Cây mọc tự nhiên, phổ biến ở các tỉnh phía Nam",combretum-quadrangulare-kurz.txt,,,Combretaceae,3698705
Hygrophila phlomoides Nees,"Đình lịch lông trắng, Vô ích","Thừa Thiên Huế, Đà Nẵng, Đắk Lắk, Tiền Giang, An Giang. Cây mọc tự nhiên những nơi hoang hoá, ruộng khô.",hygrophyla-phlomoides-nees.txt,,Ô rô (Acanthaceae),,5575310
Fibraurea recisa Pierre,"Hoàng đằng không cánh hoa, Hoàng liên nam","Lào Cai, Đà Nẵng, Quảng Bình, Quảng Trị, Thừa Thiên Huế, Khánh Hòa. Cây mọc tự nhiên rải rác ven rừng còi, ở độ cao dưới 1.200 m",fibraurea-recisa-pierre.txt,,,Menispermaceae,5592701
Aeginetia indica L,"Lệ dương , Tai đất","Lào Cai (Sa Pa), Hà Giang, Sơn La (Sông Mã), Quảng Bình, Quảng Trị, Thừa Thiên Huế. Cây mọc tự nhiên, ký sinh trên rễ các cây thuộc họ Hòa thảo (tre, nứa), họ Gừng, trong môi trường ẩm, ở độ cao 700-1.000 m",aeginetia-indica-l.txt,,,Orobanchaceae,3173321
Trichodesma zeylanicum (Burm.f.) R. Br. – Borago zeylanica Burm.f,Tích lan,"Phan Rang, Quảng Ngãi, Bình Sơn. Cây mọc tự nhiên trên đất cát vùng ven biển",trichodesma-zeylanicum-burm-f-r-br.txt,,,Boraginaceae,7294697
Arenga caudata (Lour.) H. Moore – Didymosperma caudatum (Lour.) H. Wendl. et Drude,Đùng đình đất,Cây mọc tự nhiên từ Hà Nội tới Đồng Nai,arenga-caudata-lour-h-moore.txt,,,Arecaceae,2733957
Eupatorium triplinerve Vahl,"Bả dột, Yến bạch đỏ",Cây trồng trong các gia đình ở nhiều nơi,eupatorium-triplinerve-vahl.txt,,,Asteraceae,3142644
Ixora stricta Roxb. – Ixora coccinea L. var. lutea (Hutch.) Corner,"Đơn vàng, Đơn đỏ dại, Đơn hẹp","Bắc Giang, Quảng Ninh, Hải Phòng, Ninh Bình, Quảng Trị, Khánh Hòa, Đồng Nai. Cây mọc tự nhiên, còn được trồng làm cảnh",ixora-stricta-roxb.txt,,,Rubiaceae,8252974
Quisqualis conferta (Jack) Exell – Sphalanthus conferta Jack Họ Bàng (Combretaceae),Dây giun nhỏ,Từ Lâm Đồng đến đồng bằng sông Cửu Long Cây mọc tự nhiên ở bìa rừng rậm,quisqualis-conferta-jack-exell-sphalanthus-conferta-jack.txt,,,,7454619
Dendropanax chevalieri (R. Vig.) Merr. – Gilibertia chvalieri R. Vig,"Phong hà, Thụ sâm","Hà Giang, Lào Cai (Sa Pa), Sơn La (Mộc Châu), Vĩnh Phúc (Tam Đảo), Hoà Bình (Mai Châu), Gia Lai, Lâm Đồng. Cây mọc tự nhiên trong các rừng ẩm thường xanh ở độ cao 1000-1500 m",dendropanax-chevalieri-r-vig-merr.txt,,,Araliaceae,3035049
Scolopia chinensis (Lour.) Clos,Lục giác cân,Cây mọc tự nhiên phổ biến ở Việt Nam,scolopia-chinensis-lour-clos.txt,,Mùng quân (Flacourtiaceae),,3879433
Ardisia filiformis E. Walker,Trọng đũa chỉ,"Vĩnh Phúc (Tam Đảo). Cây mọc tự nhiên trong rừng hỗn giao, sườn đồi, nơi ẩm, ở độ cao 200-1000 m",ardisia-filiformis-e-walker.txt,,,Myrsinaceae,5558543
Polyalthia nemoralis DC. – P. oligogyna Merr. & Chun,"Ran rừng, Phọc đen","Lạng Sơn, Hà Bắc, Vĩnh Phúc, Hà Tây. Cây mọc tự nhiên trong rừng thưa, rừng nguyên sinh vùng núi đất, ở độ cao dưới 400 m",polyalthia-nemoralis-dc.txt,,,Annonaceae,7951385
Oberonia mucronata (D. Don) Ornerod & Seidenf. – Cymbidium iridifolium Roxb,Lan quạt lá đuôi diều,"Trung Bộ Việt Nam. Cây mọc tự nhiên, bám trên cây gỗ lớn trong rừng.",oberonia-mucronata-d-don-ornerod-seidenf.txt,,,Orchidaceae,5312847
Randia spinosa (Thunb.) Poir. – Gardenia spinosa Thunb,"Găng trâu, Găng bọt, Găng tu hú, Găng gáo, Găng ổi, Thanh dương tử, Mạy nghiên pa (Tày), Giằng ghim pẹ (Dao)","Sơn La, Lạng Sơn, Quảng Ninh, Hải Phòng, Thanh Hóa, Nghệ An, Đà Nẵng. Cây mọc tự nhiên phổ biến ở miền trung du và miền núi, còn được trồng làm hàng rào",randia-spinosa-thunb-poir.txt,,,Rubiaceae,7836019
Cyperus malaccensis Lam,"Lác nước, Cói nước","Cây mọc tự nhiên ở vùng trũng ngập nước, còn được trồng ở vùng ven biển phổ biến khắp Việt Nam",cyperus-malaccensis-lam.txt,,,Cyperaceae,2715148
Syzygium hancei Merr. et Perry,Trâm hoa nhỏ,"Miền Bắc – miền Trung. Cây mọc tự nhiên trong rừng thường xanh, ở độ cao 300-900 m",syzygium-hancei-merr-et-perry.txt,,,Myrtaceae,3182536
Litchi chinensis Sonn,"Vải, Lệ chi, Mạy chia (Tày)",Cây trồng,litchi-chinensis-sonn.txt,,,Sapindaceae,3190002
Vidalasia tonkinensis (Pitard) Tirveng – Gardenia tonkinensis Pit,Dành dành bắc bộ,"Hà Nam (Võ Xá, Ba Sao), Ninh Bình (Chợ Ghềnh), Thanh Hóa (Thường Xuân). Cây mọc tự nhiên",vidalasia-tonkinensis-pitard-tirveng.txt,,Cà phê (Rubiaceae),,2893755
Citrullus lanatus (Thunb.) Matsum. et Nakai – Momordica lanatus Thunb,"Dưa hấu, Tây qua, Lưa, Dưa đỏ, Pheng đeng (Tày)","Cây trồng, thích hợp với vùng đất cát pha",citrullus-lanatus-thunb-matsum-et-nakai.txt,,,Cucurbitaceae,2874621
Cucurbita moschata (Duch. ex Lam.) Duch. ex Poir. – Cucurbita pepoL.var. moschata Lam,"Bí ngô., Bí đỏ, Bí rợ, Nam qua, Má ứ (Thái), Phặc đeng (Tày), Plăc ropual (Kho), Nhấm (Dao)",Cây trồng lấy quả và ngọn làm rau ăn,cucurbita-moschata-duch-ex-lam-duch-ex-poir.txt,,,Bầu bí (Cucurbitaceae),7393329
Helicteres plebeja Kurz,Dó thường,"Lạng Sơn, Lai Châu, Hòa Bình, Đắk Lắk, Khánh Hòa. Cây mọc tự nhiên trên đất hoang, ven đồi",helicteres-plebeja-kurz.txt,,,Sterculiaceae,8215700
Celosia argentea L. var. cristata L,"Mào gà đỏ , Mồng gà, Mảo cáy đeng (Tày), Chày gunsi (Dao), Kê quan Hoa",Cây thường được trồng làm cảnh trong các gia đình ở nhiều địa phương,celosia-argentea-l-var-cristata-l.txt,,,Amaranthaceae,3085191
Brugmansia suaveolens (Willd.) Bercht. et Presl – Datura suaveolens Hunb. et Bonpl. ex Willd,Đại cà dược,Lâm Đồng. Cây nhập trồng làm cảnh,brugmansia-suaveolens-willd-bercht-et-presl.txt,,,Họ Cà (Solanaceae),5341758
Aralia armata (Wall.) Seem,"Đơn châu chấu, Cây răng, Cây cuồng, Đinh lăng gai, Cẩm giàng (Tày),",,don-chau-chau.txt,Panax armatum Wall. ex G. Don,Araliaceae (Nhân sâm),,3036888
Sarcolobus globusus Wall,Dây cám,"Quảng Ninh (Vịnh Hạ Long), Bình Dương (Thủ Dầu Một), Tây Ninh (Cai Cong). Cây mọc tự nhiên ven biển và sông rạch gần biển.",sarcolobus-globusus-wall.txt,,,Họ Thiên lý (Asclepiadaceae),7311731
Adiandra integerrima T. Anders. ex Dyer,"Súm nguyên, Súm lông, Ngầu nền xà",Cây mọc tự nhiên ở rừng thứ sinh miền Bắc tới Tây Nguyên,adiandra-integerrima-t-anders-ex-dyer-in-hook-f.txt,,,Theaceae,3591994
Ipomoea quamoclis L,Tóc tiên dây,"Bắc Ninh, Hà Nội, Ninh Bình, Thừa Thiên Huế, Kon Tum. Cây trồng làm cảnh, còn mọc hoang dại bên lùm bụi",ipomoea-quamoclis-l.txt,,,Convolvulaceae,2928562
Leucaena leucocephala (Lam.) De Wit – Mimosa leucocephala Lam,"Keo giậu, Bồ kết dại, Táo nhân, Bò chét, Bình linh, Phắc căn thin (Tày), Nằng dung điằng (Dao)",Cây nhập trồng khắp nơi ở Việt Nam. Nguyên sản ở vùng nhiệt đới châu Mỹ,leucaena-leucocephala-lam-de-wit.txt,,,Mimosaceae,2970418
Kibatalia laurifolia (Ridl.) Woods. – Trachelospermum laurifolia Ridl,Thần linh lá quế,"Quảng Bình, Quảng Trị, Thừa Thiên Huế, Khánh Hòa. Cây mọc tự nhiên trên trảng cây bụi, vùng trung du",kibatalia-laurifolia-ridl-woods.txt,,,Apocynaceae,3619255
Nymphoides hydrophylla (Lour.) Kuntze – Menyanthes hydrophylla Lour,"Thủy nữ nhỏ, Cang, ráng tròn lá","Cao Bằng, Lạng Sơn, Đà Nẵng, Lâm Đồng, Khánh Hòa, Tây Ninh. Cây mọc tự nhiên ở ruộng, hồ, rạch nước không chảy.",nymphoides-hydrophyllum-lour-kuntze.txt,,,Menyanthaceae,5592249
Ampelopsis heterophylla (Thunb.) Sieb. et Zucc. – Vitis heterophylla Thunb,"Dâu dây, Nho rừng, Song nho dị diệp, ích nậm","Lạng Sơn, Quảng Ninh, Tuyên Quang, Thái Nguyên, Vĩnh Phúc. Cây mọc tự nhiên trong rừng thứ sinh, tái sinh sau nương rẫy",ampelopsis-heterophylla-thunb-sieb-et-zucc.txt,,Nho (Vitaceae),,
